category,user_id,product_group,item_name,clean,label_ground,rule_label,rule_conf,ml_label,ml_conf,pred_label,pred_source,flag_review,noise_flag
Medical,677f6f2e2a65f2b53f047c9c,Dụng cụ Y tế,Bang Ca Nhan Hoat,bang ca nhan hoat,Dụng cụ Y tế,Khác,0.0,Dụng cụ Y tế,0.758,Dụng cụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Sterimar Nose Hygiene Baby,sterimar nose hygiene baby,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.714,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Sterimar Khan Mat M,sterimar khan mat m,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.705,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Dung dịch vệ sinh/ Y tế,Phytogyno Opodis 100Ml - Dung Dịch Vệ Sinh Phụ Nữ,phytogyno opodis - dung dịch vệ sinh phụ nữ,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.881,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Pmc Dung Dịch Vệ Sinh Phụ Nữ,pmc dung dịch vệ sinh phụ nữ,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.93,Dung dịch vệ sinh,ground-truth,0,False
Medical,68d0b02df1a1685ae00ee19c,Dung dịch vệ sinh/ Y tế,Pnc Nacl 0.9% 500Ml,pnc nacl 0 9,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.604,Dung dịch vệ sinh,ground-truth,0,False
Medical,67408735a9b2e83130072a3e,Dung dịch vệ sinh/ Y tế,Dvopsn Lactacyd Odor Fresh 150Ml,dvopsn lactacyd odor fresh,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.766,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Dung dịch vệ sinh/ Y tế,Natri Clorid 0.9% Traphaco 10Ml,natri clorid 0 9 traphaco,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.6,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Da Huong Dung Dich Ve Sinh,da huong dung dich ve sinh,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.876,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Sterimar Blocked Nose Baby,sterimar blocked nose baby,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.768,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Pmc Dung Dich Ve Sinh Phu N,pmc dung dich ve sinh phu n,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.933,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Dung dịch vệ sinh/ Y tế,Sterimar Hygiene And Comfort 50Ml Xit Ve Sinh Mui Cho Tre Em Tu 3 Tuoi - Nguoi Lon,sterimar hygiene and comfort xit ve sinh mui cho tre em tu 3 tuoi - nguoi lon,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.744,Dung dịch vệ sinh,ground-truth,0,False
Medical,6735e0e893de6838750e9c9e,Dung dịch vệ sinh/ Y tế,Ddvspn Lactacyd Ngày Dài Tươi Mát 15,ddvspn lactacyd ngày dài tươi mát 15,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.775,Dung dịch vệ sinh,ground-truth,0,False
Medical,67374354b508e677120feef8,Dung dịch vệ sinh/ Y tế,Dung Dich Ve Sinh Phu Nu Femfresh Intimate,dung dich ve sinh phu nu femfresh intimate,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.899,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736aa0be34b4d57540b586c,Dung dịch vệ sinh/ Y tế,Sterimar Hygiene Baby 50Ml - Xịt Vệ Sinh Mũi Cho Trẻ Em Từ 0-3 Tuổi,sterimar hygiene baby - xịt vệ sinh mũi cho trẻ em từ 0-3 tuổi,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.722,Dung dịch vệ sinh,ground-truth,0,False
Medical,67363dc0d0940e8c7709179c,Dung dịch vệ sinh/ Y tế,Cồn 90 Độ Vĩnh Phúc 500Ml,cồn 90 độ vĩnh phúc,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.679,Dung dịch vệ sinh,ground-truth,0,False
Medical,6738241af0626a9b470be2f2,Dung dịch vệ sinh/ Y tế,Lactacyd Odor Fresh Sanofi 250Ml - Dung Dịch Vệ Sinh Phụ Nữ Ngăn Mùi Suốt 24H,lactacyd odor fresh sanofi - dung dịch vệ sinh phụ nữ ngăn mùi suốt 24h,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.906,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Sterimar Blocked Nose Baby-Nasal Spray Bottle 50Ml-Hypertonic Seawater Solution+Cu+Mn,sterimar blocked nose baby-nasal spray bottle -hypertonic seawater solution+cu+mn,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.692,Dung dịch vệ sinh,ground-truth,0,False
Medical,673746f4bef12285b40fb794,Dung dịch vệ sinh/ Y tế,Nuoc Oxy Gia Vp 3% 60Ml,nuoc oxy gia vp 3,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.761,Dung dịch vệ sinh,ground-truth,0,False
Medical,673746f4bef12285b40fb794,Dung dịch vệ sinh/ Y tế,Rohto Nosewash Spray Dd Xit,rohto nosewash spray dd xit,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.613,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736aa0be34b4d57540b586c,Dung dịch vệ sinh/ Y tế,Dvson.Lactacyd Proussion3Cc,dvson lactacyd proussion3cc,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.755,Dung dịch vệ sinh,ground-truth,0,False
Medical,646b7058b7d6faddab0a5472,Dung dịch vệ sinh/ Y tế,Natri Clorid 0.9 Vinh Phuc Smiles 1100Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.749,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736b38f83d0af982908cd6d,Dung dịch vệ sinh/ Y tế,Ddvspn Lactacyd Sofrs&Stlk15,ddvspn lactacyd sofrs&stlk15,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.805,Dung dịch vệ sinh,ground-truth,0,False
Medical,67363423a7add49edd0cd2a5,Dung dịch vệ sinh/ Y tế,Ddvspn Lactacyd Cool,ddvspn lactacyd cool,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.827,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Pmc Dung Dich Ve Sinh Mui B,pmc dung dich ve sinh mui b,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.928,Dung dịch vệ sinh,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dung dịch vệ sinh/ Y tế,Tang Pmc Dung Dich Ve Sinh,tang pmc dung dich ve sinh,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.903,Dung dịch vệ sinh,ground-truth,0,False
Medical,6741cab6495362808f0acd38,Dung dịch vệ sinh/ Y tế,Pmc Dung Dich Ve Sinh Mui B,pmc dung dich ve sinh mui b,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.928,Dung dịch vệ sinh,ground-truth,0,False
Medical,6737fd65f0e88722cd04a71f,Dung dịch vệ sinh/ Y tế,Lactacyd Ddvs Phu Nu Ngay D,lactacyd ddvs phu nu ngay d,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.763,Dung dịch vệ sinh,ground-truth,0,False
Medical,673605eabb7b4ce39f0c2efb,Dung dịch vệ sinh/ Y tế,Nuoc Oxy Gia Vinh Phuc 3% 60Ml,nuoc oxy gia vinh phuc 3,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.82,Dung dịch vệ sinh,ground-truth,0,False
Medical,673eb96904a195fed8067c88,Dung dịch vệ sinh/ Y tế,Naphazolin 0.05% Danapha H/5Ml,naphazolin 0 05 danapha h/,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.603,Dung dịch vệ sinh,ground-truth,0,False
Medical,673876e8ea88e3612b078260,Dung dịch vệ sinh/ Y tế,Natri Clorid 0.9% Ft 500Ml Dung Dịch Vô Khuẩn,natri clorid 0 9 ft dung dịch vô khuẩn,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.711,Dung dịch vệ sinh,ground-truth,0,False
Medical,67374354b508e677120feef8,Dung dịch vệ sinh/ Y tế,Dung Dịch Vệ Sinh Phụ Nữ Femfresh Intima Skin Care Daily Wash 250Ml,dung dịch vệ sinh phụ nữ femfresh intima skin care daily wash,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.841,Dung dịch vệ sinh,ground-truth,0,False
Medical,674023ad69633f84030a1c07,Dung dịch vệ sinh/ Y tế,Dung Dịch Vệ Sinh Phụ Nữ Ace Vv Hương Mới (*),dung dịch vệ sinh phụ nữ ace vv hương mới,Dung dịch vệ sinh,Dung dịch vệ sinh,0.75,Dung dịch vệ sinh,0.854,Dung dịch vệ sinh,ground-truth,0,False
Medical,6735ff007bf8a388030c762a,Dung dịch vệ sinh/ Y tế,Natri Clorid 0.9 Vinh Phuc Smiles 600Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.749,Dung dịch vệ sinh,ground-truth,0,False
Medical,673830428a3108e3930908cc,Dung dịch vệ sinh/ Y tế,Sterimar Blocked Nose Baby 50Ml - Xit Nghet Mui Cho Tre Em Tu 3 Thang - 3 Tuoi,sterimar blocked nose baby - xit nghet mui cho tre em tu 3 thang - 3 tuoi,Dung dịch vệ sinh,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.739,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736187f60a1f9cf2801f415,Dung dịch vệ sinh/ Y tế,Dung Dich Ve Sinh Bang Lanh Sach Gau 801Ml,dung dich ve sinh bang lanh sach gau,Dung dịch vệ sinh,Khác,0.0,Dung dịch vệ sinh,0.842,Dung dịch vệ sinh,ground-truth,0,False
Medical,6736bb852bd1c22bc3070276,Thực phẩm chức năng,Thuc Pham Bao Ve Suc Khoe Kids Smart Drops Dha,thuc pham bao ve suc khoe kids smart drops dha,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.87,Thực phẩm chức năng,ground-truth,0,False
Medical,6736bb852bd1c22bc3070276,Thực phẩm chức năng,Thuc Pham Bao Ve Suc Khoe Fitobimbi Sonno,thuc pham bao ve suc khoe fitobimbi sonno,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.849,Thực phẩm chức năng,ground-truth,0,False
Medical,674700bc4b2dc6e4d10f7f0d,Thực phẩm chức năng,Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thực phẩm chức năng,Khác,0.0,Thuốc,0.513,Thực phẩm chức năng,ground-truth,0,False
Medical,673c55f6f72d41d9e40d9a66,Thực phẩm chức năng,Thuc Pham Bao Ve Suc Khoe Dimao Oral Spray (Vitamin,thuc pham bao ve suc khoe dimao oral spray vitamin,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.86,Thực phẩm chức năng,ground-truth,0,False
Medical,6736e91d58cfd581e30fb511,Thực phẩm chức năng,Thuc Pham Bao Ve Suc Khoe Lineabon K2 + D3,thuc pham bao ve suc khoe lineabon k2 + d3,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.838,Thực phẩm chức năng,ground-truth,0,False
Medical,674727b882ba5d4db3073522,Thực phẩm chức năng,Livespo Dia 30 Men Vi Sinh,livespo dia 30 men vi sinh,Thực phẩm chức năng,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.674,Thực phẩm chức năng,ground-truth,0,False
Medical,689eb5bb08d8148e4a0384b4,Thực phẩm chức năng,Livespo Colon Bổ Sung Nen V,livespo colon bổ sung nen v,Thực phẩm chức năng,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.622,Thực phẩm chức năng,ground-truth,0,False
Medical,68a0182c452e6c7a2109187b,Thực phẩm chức năng,Thực Phẩm Bảo Vệ Sức Khỏe Healthy Care Fish Oil 1000Mg Omega 3 Hộp 400 Viên,thực phẩm bảo vệ sức khỏe healthy care fish oil 1000mg omega,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.843,Thực phẩm chức năng,ground-truth,0,False
Medical,6736ec8a274b289126076488,Thực phẩm chức năng,Pediakid 22 Vitamin 125Ml,pediakid 22 vitamin,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.648,Thực phẩm chức năng,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thực phẩm chức năng,Vitamin C 1000Mg + Zinc,vitamin c 1000mg + zinc,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.655,Thực phẩm chức năng,ground-truth,0,False
Medical,6738302ef1e23b66110f0287,Thực phẩm chức năng,Vien Ngam Strepsils Orange With Vitamin C 2X12,vien ngam strepsils orange with vitamin c 2x12,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.617,Thực phẩm chức năng,ground-truth,0,False
Medical,6738302ef1e23b66110f0287,Thực phẩm chức năng,Berocca Bayer 10V,berocca bayer 10v,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.595,Thực phẩm chức năng,ground-truth,0,False
Medical,67c8540c428f8a950d06364b,Thực phẩm chức năng,Calcium Corbiere Kids Extra Sanofi 5Ml,calcium corbiere kids extra sanofi,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.602,Thực phẩm chức năng,ground-truth,0,False
Medical,67c8540c428f8a950d06364b,Thực phẩm chức năng,Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.733,Thực phẩm chức năng,ground-truth,0,False
Medical,674801bb2e6252d98d0bb4fe,Thực phẩm chức năng,Livespo Clausy 25 Ong X 5Ml - Bao Tu Loi Khuan Khang Da Khang Sinh,livespo clausy 25 ong x - bao tu loi khuan khang da khang sinh,Thực phẩm chức năng,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.625,Thực phẩm chức năng,ground-truth,0,False
Medical,67369e09c5753ecdeb08e139,Thực phẩm chức năng,Hokaido Bo 5 Hop Tpcn 0.5-1-0.5-1-2-2.5L,hokaido bo 5 hop tpcn 0 5-1-0 5-1-2-,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.687,Thực phẩm chức năng,ground-truth,0,False
Medical,6735cb281340d89c5b07fbf9,Thực phẩm chức năng,"San Pham Ho Tro Suc Khoe, M/L (30Pcs) , Sl: 1",san pham ho tro suc khoe m/l 30pcs sl 1,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.751,Thực phẩm chức năng,ground-truth,0,False
Medical,6736845bf150fd02f000ab49,Thực phẩm chức năng,Vnm - Scu Probiotic D,vnm - scu probiotic d,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.713,Thực phẩm chức năng,ground-truth,0,False
Medical,677565dccad46983650e067d,Thực phẩm chức năng,Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.733,Thực phẩm chức năng,ground-truth,0,False
