item_name,clean,pred_label
Khau Trang Y Te Ilt 4 Lop Trang Liworldco,khau trang y te ilt 4 lop trang liworldco,Dụng cụ Y tế
Syringe 10Cc- Vikimco 100Pcs/Box (Bom Tiem),syringe 10cc- vikimco 100pcs/box bom tiem,Dụng cụ Y tế
Gauze Sterile- 10X10Cm 12Plies (Gac Tiet Trung-Gpcs/Pkt),gauze sterile- 10x10cm 12plies gac tiet trung-gpcs/pkt,Dụng cụ Y tế
Tui Chuom Ni Cappybara Nho,tui chuom ni cappybara nho,Dụng cụ Y tế
Que Thu Thai - Safefti Pregnancy Test Kit,que thu thai - safefti pregnancy test kit,Dụng cụ Y tế
Pmc Khẩu Trang 3D Trẻ Em Hộp,pmc khẩu trang 3d trẻ em hộp,Dụng cụ Y tế
Tặng Pmc Khẩu Trang 3D Trẻ Hộp,tặng pmc khẩu trang 3d trẻ hộp,Dụng cụ Y tế
Gạc Răng Miệng Dr. Papie 30 Miếng - Hộp Đôi,gạc răng miệng dr papie - hộp đôi,Dụng cụ Y tế
Bang Ca Nhan Urgo Durable 102M/H,bang ca nhan urgo durable 102m/h,Dụng cụ Y tế
Khau Trang Y Te 3 Lop Mien Bac 50 Cai 175*95,khau trang y te 3 lop mien bac 50 cai 175 95,Dụng cụ Y tế
Bom Tiem 5 25G Vinahankook 100 Cai,bom tiem 5 vinahankook 100 cai,Dụng cụ Y tế
Bông Y Tế Quick Nurse 25G,bông y tế quick nurse,Dụng cụ Y tế
Gạc Y Tế Tiệt Trùng Bảo Thạch 8Cm X10Cm X 12 Lớp Bịch 10 Miếng,gạc y tế tiệt trùng bảo thạch 8cm x10cm x 12 lớp bịch,Dụng cụ Y tế
Bang Ca Nhan Hoat,bang ca nhan hoat,Dụng cụ Y tế
Sterimar Nose Hygiene Baby,sterimar nose hygiene baby,Dung dịch vệ sinh
Sterimar Khan Mat M,sterimar khan mat m,Dung dịch vệ sinh
Phytogyno Opodis 100Ml - Dung Dịch Vệ Sinh Phụ Nữ,phytogyno opodis - dung dịch vệ sinh phụ nữ,Dung dịch vệ sinh
Pmc Dung Dịch Vệ Sinh Phụ Nữ,pmc dung dịch vệ sinh phụ nữ,Dung dịch vệ sinh
Pnc Nacl 0.9% 500Ml,pnc nacl 0 9,Dung dịch vệ sinh
Dvopsn Lactacyd Odor Fresh 150Ml,dvopsn lactacyd odor fresh,Dung dịch vệ sinh
Natri Clorid 0.9% Traphaco 10Ml,natri clorid 0 9 traphaco,Dung dịch vệ sinh
Da Huong Dung Dich Ve Sinh,da huong dung dich ve sinh,Dung dịch vệ sinh
Sterimar Blocked Nose Baby,sterimar blocked nose baby,Dung dịch vệ sinh
Pmc Dung Dich Ve Sinh Phu N,pmc dung dich ve sinh phu n,Dung dịch vệ sinh
Sterimar Hygiene And Comfort 50Ml Xit Ve Sinh Mui Cho Tre Em Tu 3 Tuoi - Nguoi Lon,sterimar hygiene and comfort xit ve sinh mui cho tre em tu 3 tuoi - nguoi lon,Dung dịch vệ sinh
Ddvspn Lactacyd Ngày Dài Tươi Mát 15,ddvspn lactacyd ngày dài tươi mát 15,Dung dịch vệ sinh
Dung Dich Ve Sinh Phu Nu Femfresh Intimate,dung dich ve sinh phu nu femfresh intimate,Dung dịch vệ sinh
Sterimar Hygiene Baby 50Ml - Xịt Vệ Sinh Mũi Cho Trẻ Em Từ 0-3 Tuổi,sterimar hygiene baby - xịt vệ sinh mũi cho trẻ em từ 0-3 tuổi,Dung dịch vệ sinh
Cồn 90 Độ Vĩnh Phúc 500Ml,cồn 90 độ vĩnh phúc,Dung dịch vệ sinh
Lactacyd Odor Fresh Sanofi 250Ml - Dung Dịch Vệ Sinh Phụ Nữ Ngăn Mùi Suốt 24H,lactacyd odor fresh sanofi - dung dịch vệ sinh phụ nữ ngăn mùi suốt 24h,Dung dịch vệ sinh
Sterimar Blocked Nose Baby-Nasal Spray Bottle 50Ml-Hypertonic Seawater Solution+Cu+Mn,sterimar blocked nose baby-nasal spray bottle -hypertonic seawater solution+cu+mn,Dung dịch vệ sinh
Nuoc Oxy Gia Vp 3% 60Ml,nuoc oxy gia vp 3,Dung dịch vệ sinh
Rohto Nosewash Spray Dd Xit,rohto nosewash spray dd xit,Dung dịch vệ sinh
Dvson.Lactacyd Proussion3Cc,dvson lactacyd proussion3cc,Dung dịch vệ sinh
Natri Clorid 0.9 Vinh Phuc Smiles 1100Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Dung dịch vệ sinh
Ddvspn Lactacyd Sofrs&Stlk15,ddvspn lactacyd sofrs&stlk15,Dung dịch vệ sinh
Ddvspn Lactacyd Cool,ddvspn lactacyd cool,Dung dịch vệ sinh
Pmc Dung Dich Ve Sinh Mui B,pmc dung dich ve sinh mui b,Dung dịch vệ sinh
Tang Pmc Dung Dich Ve Sinh,tang pmc dung dich ve sinh,Dung dịch vệ sinh
Pmc Dung Dich Ve Sinh Mui B,pmc dung dich ve sinh mui b,Dung dịch vệ sinh
Lactacyd Ddvs Phu Nu Ngay D,lactacyd ddvs phu nu ngay d,Dung dịch vệ sinh
Nuoc Oxy Gia Vinh Phuc 3% 60Ml,nuoc oxy gia vinh phuc 3,Dung dịch vệ sinh
Naphazolin 0.05% Danapha H/5Ml,naphazolin 0 05 danapha h/,Dung dịch vệ sinh
Natri Clorid 0.9% Ft 500Ml Dung Dịch Vô Khuẩn,natri clorid 0 9 ft dung dịch vô khuẩn,Dung dịch vệ sinh
Dung Dịch Vệ Sinh Phụ Nữ Femfresh Intima Skin Care Daily Wash 250Ml,dung dịch vệ sinh phụ nữ femfresh intima skin care daily wash,Dung dịch vệ sinh
Dung Dịch Vệ Sinh Phụ Nữ Ace Vv Hương Mới (*),dung dịch vệ sinh phụ nữ ace vv hương mới,Dung dịch vệ sinh
Natri Clorid 0.9 Vinh Phuc Smiles 600Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Dung dịch vệ sinh
Sterimar Blocked Nose Baby 50Ml - Xit Nghet Mui Cho Tre Em Tu 3 Thang - 3 Tuoi,sterimar blocked nose baby - xit nghet mui cho tre em tu 3 thang - 3 tuoi,Dung dịch vệ sinh
Dung Dich Ve Sinh Bang Lanh Sach Gau 801Ml,dung dich ve sinh bang lanh sach gau,Dung dịch vệ sinh
Thuc Pham Bao Ve Suc Khoe Kids Smart Drops Dha,thuc pham bao ve suc khoe kids smart drops dha,Thực phẩm chức năng
Thuc Pham Bao Ve Suc Khoe Fitobimbi Sonno,thuc pham bao ve suc khoe fitobimbi sonno,Thực phẩm chức năng
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thực phẩm chức năng
Thuc Pham Bao Ve Suc Khoe Dimao Oral Spray (Vitamin,thuc pham bao ve suc khoe dimao oral spray vitamin,Thực phẩm chức năng
Thuc Pham Bao Ve Suc Khoe Lineabon K2 + D3,thuc pham bao ve suc khoe lineabon k2 + d3,Thực phẩm chức năng
Livespo Dia 30 Men Vi Sinh,livespo dia 30 men vi sinh,Thực phẩm chức năng
Livespo Colon Bổ Sung Nen V,livespo colon bổ sung nen v,Thực phẩm chức năng
Thực Phẩm Bảo Vệ Sức Khỏe Healthy Care Fish Oil 1000Mg Omega 3 Hộp 400 Viên,thực phẩm bảo vệ sức khỏe healthy care fish oil 1000mg omega,Thực phẩm chức năng
Pediakid 22 Vitamin 125Ml,pediakid 22 vitamin,Thực phẩm chức năng
Vitamin C 1000Mg + Zinc,vitamin c 1000mg + zinc,Thực phẩm chức năng
Vien Ngam Strepsils Orange With Vitamin C 2X12,vien ngam strepsils orange with vitamin c 2x12,Thực phẩm chức năng
Berocca Bayer 10V,berocca bayer 10v,Thực phẩm chức năng
Calcium Corbiere Kids Extra Sanofi 5Ml,calcium corbiere kids extra sanofi,Thực phẩm chức năng
Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thực phẩm chức năng
Livespo Clausy 25 Ong X 5Ml - Bao Tu Loi Khuan Khang Da Khang Sinh,livespo clausy 25 ong x - bao tu loi khuan khang da khang sinh,Thực phẩm chức năng
Hokaido Bo 5 Hop Tpcn 0.5-1-0.5-1-2-2.5L,hokaido bo 5 hop tpcn 0 5-1-0 5-1-2-,Thực phẩm chức năng
"San Pham Ho Tro Suc Khoe, M/L (30Pcs) , Sl: 1",san pham ho tro suc khoe m/l 30pcs sl 1,Thực phẩm chức năng
Vnm - Scu Probiotic D,vnm - scu probiotic d,Thực phẩm chức năng
Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thực phẩm chức năng
Vnm Collagen Viet,vnm collagen viet,Thực phẩm chức năng
Sc Vnm Collagen Viet,sc vnm collagen viet,Thực phẩm chức năng
Banh Gao Dinh Duong Kun Canxi 140G (Xanh Duong 75093) (Goi),banh gao dinh duong kun canxi xanh duong 75093 goi,Thực phẩm chức năng
Men Vi Sinh 10 Chủng Bioamicus,men vi sinh 10 chủng bioamicus,Thực phẩm chức năng
Công Khám,công khám,Dịch vụ Y tế
Xét Nghiệm,xét nghiệm,Dịch vụ Y tế
Khám Tổng Quát,khám tổng quát,Dịch vụ Y tế
Tổng Phân Tích Tế Bào Máu Ngoại Vi (Bằng Máy Đếm Laser),tổng phân tích tế bào máu ngoại vi bằng máy đếm laser,Dịch vụ Y tế
Định Lượng Glucose (Máu),định lượng glucose máu,Dịch vụ Y tế
Định Lượng Creatinin (Máu),định lượng creatinin máu,Dịch vụ Y tế
Định Lượng Hdl-C (High Density Lipoprotein Cholesterol) (Máu),định lượng hdl-c high density lipoprotein cholesterol máu,Dịch vụ Y tế
Định Lượng Triglycerid (Máu) (Máu),định lượng triglycerid máu máu,Dịch vụ Y tế
Định Lượng Cholesterol Toàn Phần (Máu),định lượng cholesterol toàn phần máu,Dịch vụ Y tế
Định Lượng Acid Uric (Máu),định lượng acid uric máu,Dịch vụ Y tế
Tổng Phân Tích Nước Tiểu (Bằng Máy Tự Động),tổng phân tích nước tiểu bằng máy tự động,Dịch vụ Y tế
Chụp Xquang Ngực Thẳng,chụp xquang ngực thẳng,Dịch vụ Y tế
Siêu Âm Vú,siêu âm vú,Dịch vụ Y tế
Siêu Âm Bụng,siêu âm bụng,Dịch vụ Y tế
Siêu Âm Tim,siêu âm tim,Dịch vụ Y tế
Định Lượng Ure Máu (Máu),định lượng ure máu máu,Dịch vụ Y tế
Đo Điện Tim Thường (Ecg),đo điện tim thường ecg,Dịch vụ Y tế
Siêu Âm Tuyến Giáp,siêu âm tuyến giáp,Dịch vụ Y tế
Khám Nhi (Nd2),khám nhi nd2,Dịch vụ Y tế
Phi Kham/Consultation Fee,phi kham/consultation fee,Dịch vụ Y tế
Cong Thuc Mau Fbc/Full Blood Count,cong thuc mau fbc/full blood count,Dịch vụ Y tế
Xet Nghiem Nhanh Benh Ho Hap 5 Trong 1 (Rsv+Cox2+Clu+Cb19+H1+Rsva Dot) / Respiratory:5-In-1 Antigen Rapid Test,xet nghiem nhanh benh ho hap 5 trong 1 rsv+cox2+clu+cb19+h1+rsva dot / respiratory 5-in-1 antigen rapid test,Dịch vụ Y tế
Lay Mau Xet Nghiem/Blood Sampling Collect,lay mau xet nghiem/blood sampling collect,Dịch vụ Y tế
Kham Nhi (Nd2),kham nhi nd2,Dịch vụ Y tế
Khám Nhi (Nđ2),khám nhi nđ2,Dịch vụ Y tế
Kham Ngoai,kham ngoai,Dịch vụ Y tế
Dinh Luong Acid Uric [Mau],dinh luong acid uric mau,Dịch vụ Y tế
Dinh Luong Creatinin [Mau],dinh luong creatinin mau,Dịch vụ Y tế
Dinh Luong Ure Mau [Mau],dinh luong ure mau mau,Dịch vụ Y tế
Tong Phan Tich Te Bao Mau Ngoai Vi,tong phan tich te bao mau ngoai vi,Dịch vụ Y tế
Chup X-Quang Xuong Co Chan Thang,chup x-quang xuong co chan thang,Dịch vụ Y tế
Kham Ngoai,kham ngoai,Dịch vụ Y tế
Dinh Luong Acid Uric [Mau],dinh luong acid uric mau,Dịch vụ Y tế
Dinh Luong Creatinin [Mau],dinh luong creatinin mau,Dịch vụ Y tế
Dinh Luong Ure Mau [Mau],dinh luong ure mau mau,Dịch vụ Y tế
Tong Phan Tich Te Bao Man Ngoai,tong phan tich te bao man ngoai,Dịch vụ Y tế
"Chup X-Quang Xuong Co Chan Thang, Nghieng Hoac Chech (8 Hoac 2 Phim)",chup x-quang xuong co chan thang nghieng hoac chech 8 hoac 2 phim,Dịch vụ Y tế
Phi Kham Nhi - Ngoai Gio/ Paediatric Consultation Fee - Out Of Office Hour,phi kham nhi - ngoai gio/ paediatric consultation fee - out of office hour,Dịch vụ Y tế
Cong Kham Vaccine,cong kham vaccine,Dịch vụ Y tế
Công Khám,công khám,Dịch vụ Y tế
Sterimar Nose Hygiene Baby,sterimar nose hygiene baby,Thuốc
Natri Clorid Nho Mat Mui,natri clorid nho mat mui,Thuốc
Viên Ngậm Cho Bé Vị Cam Bipp C Dhg Pharma 35 Gói,viên ngậm cho bé vị cam bipp c dhg pharma,Thuốc
V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc
Natri Clorid Nhỏ Mắt Mui,natri clorid nhỏ mắt mui,Thuốc
Sterimar Blocked Nose Baby,sterimar blocked nose baby,Thuốc
Sterimar Hygiene And Comfort 50Ml Xit Ve Sinh Mui Cho Tre Em Tu 3 Tuoi - Nguoi Lon,sterimar hygiene and comfort xit ve sinh mui cho tre em tu 3 tuoi - nguoi lon,Thuốc
Vien Ngam Strepsils Orange With Vitamin C 2X12,vien ngam strepsils orange with vitamin c 2x12,Thuốc
Vien Ngam Strepsils Honey And Lemon 2X12,vien ngam strepsils honey and lemon 2x12,Thuốc
Strepsils Throat Irritation,strepsils throat irritation,Thuốc
Avamys 27 Smcg Gsk 120 Dose,avamys 27 smcg gsk 120 dose,Thuốc
Sterimar Hygiene Baby 50Ml - Xịt Vệ Sinh Mũi Cho Trẻ Em Từ 0-3 Tuổi,sterimar hygiene baby - xịt vệ sinh mũi cho trẻ em từ 0-3 tuổi,Thuốc
V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc
"Nasonex Nasal Spray 0,05% Bottle 60 Doses-Mometasone",nasonex nasal spray 0 05 bottle 60 doses-mometasone,Thuốc
Sterimar Blocked Nose Baby-Nasal Spray Bottle 50Ml-Hypertonic Seawater Solution+Cu+Mn,sterimar blocked nose baby-nasal spray bottle -hypertonic seawater solution+cu+mn,Thuốc
Rohto Nosewash Spray Dd Xit,rohto nosewash spray dd xit,Thuốc
"Nazoster 0,05% Nasal Spray",nazoster 0 05 nasal spray,Thuốc
V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc
Pmc Vien Ngam Herbal Lozeng,pmc vien ngam herbal lozeng,Thuốc
Vien Ngam Khong Duong Hobezut Vinacare,vien ngam khong duong hobezut vinacare,Thuốc
Dung Dịch Nhỏ Mắt V.Rohto Dryeye 13Ml Bổ Sung Nước Mắt Nhân Tạo,dung dịch nhỏ mắt v rohto dryeye bổ sung nước mắt nhân tạo,Thuốc
Naphazolin 0.05% Danapha H/5Ml,naphazolin 0 05 danapha h/,Thuốc
Sterimar Blocked Nose Baby 50Ml - Xit Nghet Mui Cho Tre Em Tu 3 Thang - 3 Tuoi,sterimar blocked nose baby - xit nghet mui cho tre em tu 3 thang - 3 tuoi,Thuốc
V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc
"Siro Ho, Bổ Phế Labebe 120Ml",siro ho bổ phế labebe,Thuốc
"Siro Ho, Bổ Phế Labbee 120Ml",siro ho bổ phế labbee,Thuốc
Livespo Colon Bổ Sung Nen V,livespo colon bổ sung nen v,Thuốc
"Siro Ho, Bổ Phế Labee 120Ml",siro ho bổ phế labee,Thuốc
"Siro Ho, Bổ Phế Bồi Mẫu Forte Mom And Baby Tắt Thành 125Ml",siro ho bổ phế bồi mẫu forte mom and baby tắt thành,Thuốc
"Siro Ho, Bổ Phế Bổ Máu Forte Mom And Baby Tất Thành 125Ml",siro ho bổ phế bổ máu forte mom and baby tất thành,Thuốc
Pnc Nacl 0.9% 500Ml,pnc nacl 0 9,Thuốc
Probio Imexpharm 14 Gói,probio imexpharm,Thuốc
Dược Nam Anatop Pro Siro H,dược nam anatop pro siro h,Thuốc
"Siro Ho, Bộ Phế Bồi Mẫu Forte Mom And Baby Tát Thành 125Ml",siro ho bộ phế bồi mẫu forte mom and baby tát thành,Thuốc
Natri Clorid 0.9% Traphaco 10Ml,natri clorid 0 9 traphaco,Thuốc
Pmc Mieng Dan Nong,pmc mieng dan nong,Thuốc
Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc
Salonpas Pain Relief Patch,salonpas pain relief patch,Thuốc
Salonpas Jikabari Mieng Dan,salonpas jikabari mieng dan,Thuốc
Siro Bo Sung Sat Fer + Multi Hatro 120Ml,siro bo sung sat fer + multi hatro,Thuốc
Tth18900101. Siro Rơ Prospan Đức - Xanh Lá - 100Ml (Chai),siro rơ prospan đức - xanh lá - chai,Thuốc
Salonpas 40 H/100 Cap,salonpas 40 h/100 cap,Thuốc
Livespo Clausy 25 Ong X 5Ml - Bao Tu Loi Khuan Khang Da Khang Sinh,livespo clausy 25 ong x - bao tu loi khuan khang da khang sinh,Thuốc
Salonpas Jikabari Mieng Dan,salonpas jikabari mieng dan,Thuốc
Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc
Altussin Syrup Bottle 60Ml-Dextromethorphan+Chlorpheniramine+Sodium Citrate+Ammonium Chloride+Glycerly Guaiacolate,altussin syrup bottle -dextromethorphan+chlorpheniramine+sodium citrate+ammonium chloride+glycerly guaiacolate,Thuốc
Natri Clorid 0.9 Vinh Phuc Smiles 1100Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Thuốc
Siro Ho - Otosan Fortuss Cough Syrup,siro ho - otosan fortuss cough syrup,Thuốc
Ong Hit Mui Tiger Balm (1 Ong),ong hit mui tiger balm 1 ong,Thuốc
Enterogermina Gut Defense 2,enterogermina gut defense 2,Thuốc
Thuoc / Drugs/Medicine 10Ml - Nacl + Natri Hyaluronate,thuoc / drugs/medicine - nacl + natri hyaluronate,Thuốc
Thuoc / Drugs/Medicine 60Ml,thuoc / drugs/medicine,Thuốc
Thuoc/ Drugs/Medicine 50Ml,thuoc/ drugs/medicine,Thuốc
Thuoc/ Drugs/Medicine 10Ml Nacl Infusion,thuoc/ drugs/medicine nacl infusion,Thuốc
Enterogermina 2 Ty Sanofi 2X10 5Ml,enterogermina 2 ty sanofi 2x10,Thuốc
Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc
Hoạt Huyết Dưỡng Não Vbp Traphaco 5X20,hoạt huyết dưỡng não vbp traphaco 5x20,Thuốc
"Siro Ho, Bo Phe Boi Mau Forte Mom And Baby Tat Thanh 12Sml",siro ho bo phe boi mau forte mom and baby tat thanh 12sml,Thuốc
Natri Clorid 0.9% Ft 500Ml Dung Dịch Vô Khuẩn,natri clorid 0 9 ft dung dịch vô khuẩn,Thuốc
Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc
Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc
Enterogermina 5Ml,enterogermina,Thuốc
Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc
Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc
Thuoc Ho Nguoi Lon Opc 90Ml,thuoc ho nguoi lon opc,Thuốc
Cao Ich Mau Opc 180Ml,cao ich mau opc,Thuốc
Natri Clorid 0.9 Vinh Phuc Smiles 600Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Thuốc
"Thuocol Children'S Susp, 60",thuocol children's susp 60,Thuốc
Hoạt Huyết Dưỡng Não Vbp Traphaco 5X20,hoạt huyết dưỡng não vbp traphaco 5x20,Thuốc
Livespo Dia 30 Men Vi Sinh,livespo dia 30 men vi sinh,Thuốc
Augmentin Bd Tab 625Mg,augmentin bd tab 625mg,Thuốc
Cefixim 200Mg Cophavina 2X10,cefixim 200mg cophavina 2x10,Thuốc
Augmentin 625Mg Gsk 2X7,augmentin 625mg gsk 2x7,Thuốc
Cefixim 200Mg Cophavina 2X10,cefixim 200mg cophavina 2x10,Thuốc
Cefixim 50Mg Vidipha 10 Goi,cefixim 50mg vidipha 10 goi,Thuốc
"Cefixim 50Mg Vidipha 10 Gói Sáng 1 Gói,Trưa 1 Gói,Chiều 1 Gói,Sau Ăn Hapacol Flu 250Mg Dhg 24 Gói Sáng 1 Gói,Chiều 1 Gói,Sau Ăn Cách Nhau 10 Tiếng Prednison 5Mg Domesco 10X10 Sáng 1 Viên,Chiều 1 Viên,Sau Ăn Acehasan 100Mg 30 Gói Sáng 1 Gói,Chiều 1 Gói,Sau Ăn",cefixim 50mg vidipha sáng trưa chiều sau ăn hapacol flu 250mg dhg sáng chiều sau ăn cách nhau 10 tiếng prednison 5mg domesco 10x10 sáng chiều sau ăn acehasan 100mg sáng chiều sau ăn,Thuốc
Augmentin 1G (Amoxicillin & Clavulanate) H2Vi X7V,augmentin amoxicillin & clavulanate h2vi x7v,Thuốc
Lazibet Mr 60 - Bidiphar,lazibet mr 60 - bidiphar,Thuốc
Augmentin Bd Tab 625Mg,augmentin bd tab 625mg,Thuốc
Ciprofloxacin 0.3% Bidiphar 5Ml,ciprofloxacin 0 3 bidiphar,Thuốc
Cefixim 200Mg Cophavina 2X10,cefixim 200mg cophavina 2x10,Thuốc
Hapacol 150Mg,hapacol 150mg,Thuốc
Tăng Pmc Mieng Dan Ha Sot C,tăng pmc mieng dan ha sot c,Thuốc
"Dầu Gió Lăn Kimagnew Agimexpharm Giảm Đau, Gió Ahml",dầu gió lăn kimagnew agimexpharm giảm đau gió ahml,Thuốc
Hapacol Flu 250Mg Dhg 24 Goi,hapacol flu 250mg dhg 24 goi,Thuốc
Acehasan 100Mg 30 Goi,acehasan 100mg 30 goi,Thuốc
Hapacol 650Mg Dhg 10X5,hapacol 650mg dhg 10x5,Thuốc
3 Sffd Giảm Đau Gbody Vnm M6M,3 sffd giảm đau gbody vnm m6m,Thuốc
07 Sffd Giảm Đau Gbody Vnm 100M Pm,07 sffd giảm đau gbody vnm 100m pm,Thuốc
Efferalgan 500Mg 4X4,efferalgan 500mg 4x4,Thuốc
Glotadol 650 Abbott 200V,glotadol 650 abbott 200v,Thuốc
Mieng Dan Ha Sot Lion Hiepita For Child,mieng dan ha sot lion hiepita for child,Thuốc
Acehasan 100Mg 30 Goi,acehasan 100mg 30 goi,Thuốc
Hapacol Flu 250Mg Dhg 24 Goi,hapacol flu 250mg dhg 24 goi,Thuốc
Hapacol 250Mg Hop 24 Goi,hapacol 250mg hop 24 goi,Thuốc
Glotadol 650 Abbott 200V,glotadol 650 abbott 200v,Thuốc
Glotadol 650Mg (Chai),glotadol 650mg chai,Thuốc
Efferalgan 500Mg (Hop 4 Vi X 4 Vien),efferalgan 500mg hop 4 vi x 4 vien,Thuốc
Aspirin 81Mg Stella 2X28,aspirin 81mg stella 2x28,Thuốc
Efferalgan Suppo. 150Mg,efferalgan suppo 150mg,Thuốc
Glotadol 650 Abbott 200V,glotadol 650 abbott 200v,Thuốc
Glotadol 650 Abbott 200V,glotadol 650 abbott 200v,Thuốc
Rabestad 20 Stella,rabestad 20 stella,Thuốc
Spas-Agi 60Mg Agimexpharm 6X10,spas-agi 60mg agimexpharm 6x10,Thuốc
Loperamid 2Mg Stella 5X10,loperamid 2mg stella 5x10,Thuốc
Lansoprazol 30Mg Imexpharm 10V -(Viên),lansoprazol 30mg imexpharm 10v - viên,Thuốc
Spas-Al 60Mg Agimexpharm 6X10,spas-al 60mg agimexpharm 6x10,Thuốc
"Gastal Gel - Chong Trao Nguoc Da Day Thuc Quan, O Chua, Kho Tieu, Bao Ve Va Tai Tao Phuc Hoi Niem Mac Hong 20 Goi X 15Ml, Hsd: Tren 6 Thang",gastal gel - chong trao nguoc da day thuc quan o chua kho tieu bao ve va tai tao phuc hoi niem mac hong 20 goi x hsd tren 6 thang,Thuốc
Spas-Agi 60Mg Agimexpharm 6X10,spas-agi 60mg agimexpharm 6x10,Thuốc
Loperamid 2Mg Stella 5X10,loperamid 2mg stella 5x10,Thuốc
Prednison 5Mg Vne Mau Cam,prednison 5mg vne mau cam,Thuốc
Prednison 5Mg Vne Mau Cam,prednison 5mg vne mau cam,Thuốc
Prednisolone 5Mg Stella 20Dv,prednisolone 5mg stella 20dv,Thuốc
Medrol 4 Mg(H/30V),medrol 4 mg h/30v,Thuốc
Medrol 16Mg Pfizer 3X10,medrol 16mg pfizer 3x10,Thuốc
