category,user_id,product_group,item_name,clean,label_ground,rule_label,rule_conf,rule_match,ml_label,ml_conf,pred_label,pred_source,flag_review,flag_reason,noise_flag
Cosmetic,68d6a95c2f7243bd8e04e0e0,Kem đánh răng,KDR COLGATE D. WHITE 100G*2,kem đánh răng colgate d white 2,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.893,Personal Care,ground-truth,0,,
Cosmetic,68d6a95c2f7243bd8e04e0e0,Kem đánh răng,SENSODYNE Kem đánh răng Cool Gel 100g,sensodyne kem đánh răng cool gel,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.853,Personal Care,ground-truth,0,,
Cosmetic,68d0b02df1a1685ae00ee19c,Mặt nạ,Mặt Nạ Naruko Bản Đài (Nhập Khẩu) 26ml - Tea Tree,mặt nạ naruko bản đài nhập khẩu - tea tree,Skincare,Skincare,0.85,\bmặt\s*nạ\b,Skincare,0.762,Skincare,ground-truth,0,,
Cosmetic,68d0b02df1a1685ae00ee19c,Mặt nạ,Mặt Nạ BANOBAGI Premium Vita Genic Jelly Mask (Nhập Khẩu) 30g - Cica - Xanh Ngọc,mặt nạ banobagi premium vita genic jelly mask nhập khẩu - cica - xanh ngọc,Skincare,Skincare,0.85,\bmặt\s*nạ\b,Skincare,0.794,Skincare,ground-truth,0,,
Cosmetic,68d0b02df1a1685ae00ee19c,Mặt nạ,Mặt Nạ Mediheal (Nhập Khẩu) 20mL - Hyalu Moist Dưỡng Ẩm Chuyên Sâu,mặt nạ mediheal nhập khẩu - hyalu moist dưỡng ẩm chuyên sâu,Skincare,Skincare,0.85,\bmặt\s*nạ\b,Skincare,0.786,Skincare,ground-truth,0,,
Cosmetic,68d0b02df1a1685ae00ee19c,Mặt nạ,"Mặt Nạ Mediheal (Nhập Khẩu) 20mL - Double Calming Làm Dịu, Phục Hồi Da Mụn",mặt nạ mediheal nhập khẩu - double calming làm dịu phục hồi da mụn,Skincare,Skincare,0.85,\bmặt\s*nạ\b,Skincare,0.852,Skincare,ground-truth,0,,
Cosmetic,68d0b02df1a1685ae00ee19c,Mặt nạ,Mặt Nạ Sur.Medic+ Super Calm Repairing Mask (Nhập Khẩu) 28g,mặt nạ sur medic+ super calm repairing mask nhập khẩu,Skincare,Skincare,0.85,\bmặt\s*nạ\b,Skincare,0.798,Skincare,ground-truth,0,,
Cosmetic,6738d489628ab66d960f3966,Nước hoa,XNM AXE HƯƠNG NƯỚC HOA CAO CẤP BLUE LAVE,xịt nước mùi axe hương nước hoa cao cấp blue lave,Haircare & Body,Haircare & Body,1.0,\bnước\s*hoa\b,Haircare & Body,0.758,Haircare & Body,ground-truth,0,,
Cosmetic,6738d489628ab66d960f3966,Dầu xả,DẦU XẢ ENCHANTEUR CHARMING 170G,dầu xả enchanteur charming,Haircare & Body,Haircare & Body,1.0,\bdầu\s*xả\b,Haircare & Body,0.714,Haircare & Body,ground-truth,0,,
Cosmetic,6738d489628ab66d960f3966,Xà bông,LỎ 2 XBC LIFEBUOY BV VƯỢT TRỘI 180G,lỏ 2 xà bông cục lifebuoy bv vượt trội,Haircare & Body,Haircare & Body,1.0,\blifebuoy\b,Haircare & Body,0.831,Haircare & Body,ground-truth,0,,
Cosmetic,68906fb0b5fbbe13230faa4b,Kem đánh răng,kem đánh răng p/s ngừa sâu răng 110g/100g,kem đánh răng p/s ngừa sâu răng /,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.914,Personal Care,ground-truth,0,,
Cosmetic,68906fb0b5fbbe13230faa4b,Kem đánh răng,kem đánh răng p/s baking soda & hương thảo 230g,kem đánh răng p/s baking soda & hương thảo,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.803,Personal Care,ground-truth,0,,
Cosmetic,68504c435595356758033953,Sữa rửa mặt,ST.IVES SRM TAY TE BAO DA C,st ives sữa rửa mặt tay te bao da c,Skincare,Haircare & Body,1.0,\bst\.?\s*ives\b,Skincare,0.754,Skincare,ground-truth,0,,
Cosmetic,6736d85fea24cc986d0c0cf4,Kem đánh răng,kem đánh răng cho bé trên 2 tuổi colgate hương dâu 40g (giao màu ngẫu nhiên),kem đánh răng cho bé trên 2 tuổi colgate hương dâu giao màu ngẫu nhiên,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.71,Personal Care,ground-truth,0,,
Cosmetic,67db85314978b629f00578c0,Nước hoa,Nước hoa (CO nhỏ),nước hoa co nhỏ,Haircare & Body,Haircare & Body,1.0,\bnước\s*hoa\b,Haircare & Body,0.76,Haircare & Body,ground-truth,0,,
Cosmetic,6736ec8a274b289126076488,Sữa tắm,gift box sữa tắm hazeline sữa chua linh lan & bé niu,gift box sữa tắm hazeline sữa chua linh lan & bé niu,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.792,Haircare & Body,ground-truth,0,,
Cosmetic,6736ec8a274b289126076488,Sữa tắm,gift box sữa tắm hazeline sữa chua đào & bé niu,gift box sữa tắm hazeline sữa chua đào & bé niu,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.833,Haircare & Body,ground-truth,0,,
Cosmetic,6736ec8a274b289126076488,Lăn nách,lnm nivea nữ chống vệt ố vàng 50ml,lăn nách mùi nivea nữ chống vệt ố vàng,Haircare & Body,Haircare & Body,1.0,\blăn\s*nách\b,Haircare & Body,0.583,Haircare & Body,ground-truth,0,,
Cosmetic,6736ec8a274b289126076488,Dầu gội,dg romano classic 650g,dầu gội romano classic,Haircare & Body,Haircare & Body,1.0,\bdầu\s*gội\b,Haircare & Body,0.748,Haircare & Body,ground-truth,0,,
Cosmetic,6736ec8a274b289126076488,Kem đánh răng,kem đánh răng p/s ngừa sâu răng vượt trội 180g,kem đánh răng p/s ngừa sâu răng vượt trội,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.837,Personal Care,ground-truth,0,,
Cosmetic,67374354b508e677120feef8,Sữa tắm,Sữa tắm dưỡng trắng da Nysha tạo bọt,sữa tắm dưỡng trắng da nysha tạo bọt,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.684,Haircare & Body,ground-truth,0,,
Cosmetic,686a373eac261575d6068408,Kem đánh răng,kdr close up kim cương 100g/36 ống,kem đánh răng close up kim cương /36 ống,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.786,Personal Care,ground-truth,0,,
Cosmetic,685ee3bd881e30c0a10322d6,Sữa tắm,Sữa tắm Bộ Fuji 350ml,sữa tắm bộ fuji,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.804,Haircare & Body,ground-truth,0,,
Cosmetic,6738d489628ab66d960f3966,Xà bông,XBC LIFEBUOY BV VUOT TRỘI 180G,xà bông cục lifebuoy bv vuot trội,Haircare & Body,Haircare & Body,1.0,\blifebuoy\b,Haircare & Body,0.8,Haircare & Body,ground-truth,0,,
Cosmetic,6736d85fea24cc986d0c0cf4,Kem đánh răng,kem đánh răng p/s bảo vệ 123 chăm sóc toàn diện 240g/230g,kem đánh răng p/s bảo vệ 123 chăm sóc toàn diện /,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.854,Personal Care,ground-truth,0,,
Cosmetic,5fe3184fa60af613a02dc667,Kem đánh răng,KDR CLOSEUP MUOI BIEN DETOX 180G,kem đánh răng closeup muoi bien detox,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.768,Personal Care,ground-truth,0,,
Cosmetic,67399cf8dd88c143010e544d,Kem đánh răng,P/S KDR 123 TRA XANH 230G,p/s kem đánh răng 123 tra xanh,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.853,Personal Care,ground-truth,0,,
Cosmetic,67399cf8dd88c143010e544d,Kem đánh răng,P/S KDR BAO VE CHAM SOC TOA,p/s kem đánh răng bao ve cham soc toa,Personal Care,Personal Care,1.0,\bkem\s*đánh\s*răng\b,Personal Care,0.796,Personal Care,ground-truth,0,,
Cosmetic,67399cf8dd88c143010e544d,Sữa tắm,FELIZ SỮA TẮM GOAT'S MILK 1,feliz sữa tắm goat's milk 1,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.787,Haircare & Body,ground-truth,0,,
Cosmetic,67399cf8dd88c143010e544d,Sữa tắm,TẶNG FELIZ SỮA TẮM ROSE 1L,tặng feliz sữa tắm rose,Haircare & Body,Haircare & Body,1.0,\bsữa\s*tắm\b,Haircare & Body,0.782,Haircare & Body,ground-truth,0,,
Cosmetic,6738d489628ab66d960f3966,Nước hoa,XNM AXE HƯƠNG NƯỚC HOA CAO CẤP BLUE LAVE,xịt nước mùi axe hương nước hoa cao cấp blue lave,Haircare & Body,Haircare & Body,1.0,\bnước\s*hoa\b,Haircare & Body,0.758,Haircare & Body,ground-truth,0,,
Cosmetic,67db85314978b629f00578c0,Nước hoa,Nước hoa (CO nhỏ),nước hoa co nhỏ,Haircare & Body,Haircare & Body,1.0,\bnước\s*hoa\b,Haircare & Body,0.76,Haircare & Body,ground-truth,0,,
Cosmetics,6954be885039d81cd40a9df2,Tẩy trang,[DAILY] Nước Tẩy Trang L'oreal Dành cho Da Nhạy Cảm 400ml - Refreshing,daily nước tẩy trang l'oreal dành cho da nhạy cảm - refreshing,Skincare,Skincare,0.85,\btẩy\s*trang\b,Skincare,0.705,Skincare,ground-truth,0,,
Cosmetics,68a1a305db1cbf6dad0dbf4a,Tẩy trang,NUOCTAY TRANG GIAU KHO ANG 400ML,nuoctay trang giau kho ang,Skincare,Khác,0.0,,Skincare,0.723,Skincare,ground-truth,1,,
Cosmetics,68a1a305db1cbf6dad0dbf4a,Tẩy trang,NUOCTAYTRANG GIAU KHOANG 400ML,nuoctaytrang giau khoang,Skincare,Khác,0.0,,Skincare,0.713,Skincare,ground-truth,1,,
Cosmetics,6952445168699c1aee03af9c,Tẩy trang,[COCOON] Nước Tẩy Trang Cocoon Sen Hậu Giang Sạch Bụi Dịu Êm Cho Da Nhạy Cảm 500ml (COCOON_NTTSHG500) - Chai 500ml,cocoon nước tẩy trang cocoon sen hậu giang sạch bụi dịu êm cho da nhạy cảm cocoon_nttshg500 - chai,Skincare,Skincare,0.85,\btẩy\s*trang\b,Skincare,0.682,Skincare,ground-truth,0,,
Cosmetics,6975ac141366344cdf0584f1,Sữa rửa mặt-Gel rửa mặt-Kem,Sữa Rửa Mặt CeraVe Làm Sạch Sâu Cho Da Dầu 85ml (CHAI),sữa rửa mặt cerave làm sạch sâu cho da dầu chai,Skincare,Skincare,0.85,\bsữa\s*rửa\s*mặt\b,Skincare,0.73,Skincare,ground-truth,0,,
Cosmetics,6975beef76cc9451aa015a5f,Sữa rửa mặt-Gel rửa mặt-Kem,NEUTROGENA(*) - Deep Clean Facial Gel Cleanser 150ml (SRM Dạng Gel) (TUỲ P),neutrogena - deep clean facial gel cleanser sữa rửa mặt dạng gel tuỳ p,Skincare,Skincare,0.85,\bsữa\s*rửa\s*mặt\b,Skincare,0.766,Skincare,ground-truth,0,,
Cosmetics,6923ee7ec1be9e37f6035b54,Toner-Nước Hoa Hồng,Nước Hoa Hồng Dịp Cá Anua Heartleaf 77,nước hoa hồng dịp cá anua heartleaf 77,Skincare,Haircare & Body,1.0,\bnước\s*hoa\b,Skincare,0.63,Skincare,ground-truth,0,,
Cosmetics,698b50833e334679d70544e6,Toner-Nước Hoa Hồng,HADALABO KRMAT ADVAN,hadalabo krmat advan,Skincare,Skincare,0.85,\bhadalabo\b,Skincare,0.662,Skincare,ground-truth,0,,
Cosmetics,6736ec8a274b289126076488,Serum,SDT SERUM 10 SUPER V,sdt serum 10 super v,Skincare,Skincare,0.85,\bserum\b,Skincare,0.709,Skincare,ground-truth,0,,
Cosmetics,698b50833e334679d70544e6,Serum,DOVE SERUM KM NIA VITA,dove serum km nia vita,Skincare,Skincare,0.85,\bserum\b,Skincare,0.766,Skincare,ground-truth,1,Dove: body care hay skincare?,
Cosmetics,698b50833e334679d70544e6,Serum,PANTENE KEM XA SERUM,pantene kem xa serum,Skincare,Haircare & Body,1.0,\bpantene\b,Skincare,0.664,Skincare,ground-truth,1,Pantene: serum tóc hay dầu gội?,
Cosmetics,6736d85fea24cc986d0c0cf4,Kem chống nắng - Sữa chống nắng,"CB SPF 2 Ly 84k - T3 (Trà Sữa Oolong (M) + Đá Riêng + Sugar 50 + Ice 0, Trà Sữa Oolong (M) + Đá Riêng + Sugar 50 + Ice 0)",cb chống nắng spf 2 ly 84k - t3 trà sữa oolong m + đá riêng + sugar 50 + ice 0 trà sữa oolong m + đá riêng + sugar 50 + ice 0,Skincare,Skincare,0.85,\bspf\b,Skincare,0.629,Skincare,ground-truth,1,SPF kem chống nắng nhưng tên trà sữa?,Đồ uống xuất hiện trong Cosmetics
Cosmetics,6952445168699c1aee03af9c,Kem chống nắng - Sữa chống nắng,Kem Chống Nắng Cấp Ẩm Dịu Da & Che Khuyết Điểm 2in1 Dermablock BB Sun Cream SPF50+ PA++++ - 35ml - 8809694625726,kem chống nắng cấp ẩm dịu da & che khuyết điểm 2in1 dermablock bb sun cream spf50+ pa++++ - -,Skincare,Skincare,0.85,\bkem\s*chống\s*nắng\b,Skincare,0.716,Skincare,ground-truth,0,,
Cosmetics,6965967ba2ec6592420f8274,Tẩy da chết - BHA,Nước Tẩy Da Chết Dermarium Tricky Duet 2% Salicylic Acid 150ml,nước tẩy da chết dermarium tricky duet 2 salicylic acid,Skincare,Skincare,0.85,\btẩy\s*da\s*chết\b,Skincare,0.718,Skincare,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Tẩy da chết - BHA,[JARY] Găng Tay Tẩy Tế Bào Chết Jary Body Exfoliating Massage Gloves (GTTTBC40D) - 40D-Hồng (Cái),jary găng tay tẩy tế bào chết jary body exfoliating massage gloves gtttbc40d - 40d-hồng cái,Skincare,Skincare,0.85,\bgăng\s*tay\s*tẩy\b,Skincare,0.637,Skincare,ground-truth,0,,
Cosmetics,6965967ba2ec6592420f8274,Kem bôi da -Trị Mụn,GEL ACMEGEL MEDIPHARCO 15G,gel acmegel medipharco,Skincare,Skincare,0.85,\bacmegel\b,Skincare,0.698,Skincare,ground-truth,0,,
Cosmetics,6965967ba2ec6592420f8274,Kem bôi da -Trị Mụn,Gel Bôi Neothera Agnes Hỗ Trợ Điều Trị Mụn 15ml,gel bôi neothera agnes hỗ trợ điều trị mụn,Skincare,Skincare,0.85,\bneothera\b,Skincare,0.689,Skincare,ground-truth,0,,
Cosmetics,698582ae978239da3300cd8d,Kem bôi da -Trị Mụn,Kem bôi GAN/ KDermata,kem bôi gan/ kdermata,Skincare,Khác,0.0,,Skincare,0.685,Skincare,ground-truth,1,,
Cosmetics,6952445168699c1aee03af9c,Kem bôi da -Trị Mụn,"Miếng Dán Mụn Hỗ Trợ Giảm Sưng, Tái Tạo Da Focallure Acne Pimple Patch - 02 - 6941845842018",miếng dán mụn hỗ trợ giảm sưng tái tạo da focallure acne pimple patch - 02 -,Skincare,Skincare,0.85,\bmiếng\s*dán\s*mụn\b,Skincare,0.809,Skincare,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Kem bôi da -Trị Mụn,Miếng Dán Mụn Giúp Giảm Mụn Sưng Viêm Acnes Clear Patch - 48 Miếng - 8935006543188,miếng dán mụn giúp giảm mụn sưng viêm acnes clear patch - -,Skincare,Skincare,0.85,\bmiếng\s*dán\s*mụn\b,Skincare,0.825,Skincare,ground-truth,1,Clear: dầu gội hay skincare?,
Cosmetics,6952445168699c1aee03af9c,Kem bôi da -Trị Mụn,"Miếng Dán Mụn Hỗ Trợ Giảm Sưng, Tái Tạo Da Focallure Acne Pimple Patch",miếng dán mụn hỗ trợ giảm sưng tái tạo da focallure acne pimple patch,Skincare,Skincare,0.85,\bmiếng\s*dán\s*mụn\b,Skincare,0.816,Skincare,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Kem bôi da -Trị Mụn,Miếng Dán Mụn Giúp Giảm Mụn Sưng Viêm Acres Clear Patch - 34 Miếng,miếng dán mụn giúp giảm mụn sưng viêm acres clear patch -,Skincare,Skincare,0.85,\bmiếng\s*dán\s*mụn\b,Skincare,0.824,Skincare,ground-truth,1,Clear: dầu gội hay skincare?,
Cosmetics,696e5a17b517bc879e03ac26,Kem lót - Kem nền,Bộ Bông Mút Tán Kem Nền Dạng Lồng Amortals Bonus Points Powder Puff Set - Size Lớn (Mẫu Mới) - 6972507568663,bộ bông mút tán kem nền dạng lồng amortals bonus points powder puff set - size lớn mẫu mới -,Makeup,Skincare,0.85,\bkem\s*nền\b,Makeup,0.777,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Giấy thấm dầu,Set Hộp Gương Kèm Giấy Thấm Dầu Merina - A1-033454 - 26000000019149,set hộp gương kèm giấy thấm dầu merina - a1-033454 -,Makeup,Makeup,0.7,\bgiấy\s*thấm\s*dầu\b,Makeup,0.691,Makeup,ground-truth,1,Giấy thấm dầu: Makeup hay Skincare?,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,"[GUOXIAONIU] Cọ Lẻ Maekup Chuyên Dụng Guoxiaoniu Vỏ Trắng Thân Bạc Lông Cọ Mềm Mại, Make Makeup Easy (GXCMH_402) - 402",guoxiaoniu cọ lẻ maekup chuyên dụng guoxiaoniu vỏ trắng thân bạc lông cọ mềm mại make makeup easy gxcmh_402 - 402,Makeup,Khác,0.0,,Makeup,0.76,Makeup,ground-truth,1,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,"[AMORTALS] Kẹp Mi Amortals Góc Rộng Vỏ Xanh, Kẹp Mi Cong Tự Nhiên, Kèm Silicon Thay Thế (KUMYELLOW) - 1 hộp",amortals kẹp mi amortals góc rộng vỏ xanh kẹp mi cong tự nhiên kèm silicon thay thế kumyellow -,Makeup,Makeup,0.7,\bamortals\b,Makeup,0.761,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,Cọ Tán Son Môi Dạng Thạch Befou - Màu Xanh,cọ tán son môi dạng thạch befou - màu xanh,Makeup,Makeup,0.7,\bson\s*(môi|tint|bóng|kem|lì|dưỡng)?\b,Makeup,0.829,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,Dụng Cụ Gắp Và Nặn Mụn Jary Acne Removal Tool - A02,dụng cụ gắp và nặn mụn jary acne removal tool - a02,Makeup,Skincare,0.85,\bjary\b,Makeup,0.663,Makeup,ground-truth,0,,
Cosmetics,696e5a17b517bc879e03ac26,Bông mút trang điểm-Dụng cụ làm đẹp,Set 3 Dao Cạo Chân Mày LML TOP - SY1045 - 6920443291855,set 3 dao cạo chân mày lml top - -,Makeup,Makeup,0.7,\bdao\s*cạo\s*chân\s*mày\b,Makeup,0.737,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,Set 3 Cọ Mắt UUYP Cán Đen Lông Ngựa Mềm Mại Design Your Beauty L-B059 (BC3 MB059) - 1 set,set 3 cọ mắt uuyp cán đen lông ngựa mềm mại design your beauty l- bc3 -,Makeup,Makeup,0.7,\bcọ\s*(mắt|tán|son)\b,Makeup,0.783,Makeup,ground-truth,0,,
Cosmetics,67399cf8dd88c143010e544d,Bông mút trang điểm-Dụng cụ làm đẹp,Bông tẩy trang Calla sạch sâu 250g,bông tẩy trang calla sạch sâu,Makeup,Skincare,0.85,\btẩy\s*trang\b,Makeup,0.735,Makeup,ground-truth,0,,
Cosmetics,6736ec8a274b289126076488,Bông mút trang điểm-Dụng cụ làm đẹp,BONG TAY TRANG IPEK GOI,bong tay trang ipek goi,Makeup,Makeup,0.7,\bipek\b,Makeup,0.796,Makeup,ground-truth,0,,
Cosmetics,6736ec8a274b289126076488,Bông mút trang điểm-Dụng cụ làm đẹp,BONG TAY TRANG IPEK,bong tay trang ipek,Makeup,Makeup,0.7,\bipek\b,Makeup,0.817,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,"Bông Tẩy Trang BEFOU, Cotton Tự Nhiên, Mềm Mại, Không Xơ Bông (BTTB120) - 120 miếng",bông tẩy trang befou cotton tự nhiên mềm mại không xơ bông bttb120 -,Makeup,Skincare,0.85,\btẩy\s*trang\b,Makeup,0.882,Makeup,ground-truth,0,,
Cosmetics,6952445168699c1aee03af9c,Bông mút trang điểm-Dụng cụ làm đẹp,"[BEFOU] Bông Tẩy Trang BEFOU, Cotton Tự Nhiên, Mềm Mại, Không Xơ Bông (BTTB120) - 120 miếng",befou bông tẩy trang befou cotton tự nhiên mềm mại không xơ bông bttb120 -,Makeup,Skincare,0.85,\btẩy\s*trang\b,Makeup,0.876,Makeup,ground-truth,0,,
Cosmetics,6965967ba2ec6592420f8274,Bông mút trang điểm-Dụng cụ làm đẹp,bông tẩy trang puri chữ nhật túi 120 + 30 miếng,bông tẩy trang puri chữ nhật túi 120 +,Makeup,Skincare,0.85,\btẩy\s*trang\b,Makeup,0.735,Makeup,ground-truth,0,,
Cosmetics,6954be885039d81cd40a9df2,Kem dưỡng ẩm - Sữa dưỡng - Sáp,Kem Lót Dưỡng Ẩm JUDYDOLL Nourishing (Da dầu) Mattifying Makeup,kem lót dưỡng ẩm judydoll nourishing da dầu mattifying makeup,Skincare,Skincare,0.85,\bkem\s*lót\b,Skincare,0.636,Skincare,ground-truth,1,Kem lót: Skincare hay Makeup?,
