sheet,category_original,label_norm,user_id,product_group,item_name,clean,rule_sub,rule_group,rule_conf,ml_label,ml_conf,final_label,label_source,flag_review,flag_reason
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Warrior Nuoc Tang Luc Dau 330Ml,warrior nuoc_tang luc dau,Other,Other,0.0,Beverages,0.814,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67af804b12109da7ac01fe68,Nước tăng lực,Sting Vang,sting vang,Beverages_Alcoholic,Beverages,0.33,Beverages,0.817,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc_tang luc dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.884,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67374354b508e677120feef8,Nước tăng lực,Nuoc Tang Luc Rockstar 250Ml,nuoc tang luc rockstar,Other,Other,0.0,Beverages,0.875,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6736dcb702d65257cd09cd8b,Nước tăng lực,Ntlc Warrior Nho Lon 32X52Nl,ntlc warrior nho_lon 32x52 nl,Food_Fresh_Produce,Food,0.33,Beverages,0.475,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,673743579682cea4f0088547,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,675a3d654aef4f40600cdca4,Nước tăng lực,Nước Giải Khát (Chọn Nước Ngọt: Rockstar (Tăng Lực)),nước giải_khát chọn nước_ngọt rockstar tăng lực,Other,Other,0.0,Beverages,0.688,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,675a3d654aef4f40600cdca4,Nước tăng lực,Nuoc Giai Khat + Chon Nuoc Ngot: Rockstar,nuoc giai_khat chon nuoc ngot rockstar,Other,Other,0.0,Beverages,0.751,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc_tang luc dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.884,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67728272669af363f1018440,Nước tăng lực,Sting Viet Quat320M,sting viet quat320m,Beverages_NonAlcoholic,Beverages,0.33,Books,0.551,Books,ml-medium,0,
Thức uống,Beverages,Beverages,6736a6fc3a8d5b121f028af0,Nước tăng lực,Sting Chai,sting chai,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.877,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67381947f32fb773b50d325e,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml/1 Chai,sting nuoc_tang luc dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.884,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,677f6f2e2a65f2b53f047c9c,Nước tăng lực,Ntl Sting Dau Lon 32,ntl sting dau lon 32,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.837,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Sting Dau Lon 32,ntl sting dau lon 32,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.837,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Warrior Dau Pet,ntl warrior dau pet,Other,Other,0.0,Beverages,0.706,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Pet Pepsi 330Ml,ntl pet pepsi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.844,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67375e42890a3109ae078f51,Nước tăng lực,Nuoc Tang Luc Eastroc Chai 500Ml X Chai,nuoc tang luc eastroc chai x chai,Other,Other,0.0,Beverages,0.805,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67363bf9c86108ae6b02aa43,Nước tăng lực,T3. Nước Tăng Lực Rocksta,t3 nước tăng_lực rocksta,Other,Other,0.0,Beverages,0.745,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6736187f60a1f9cf2801f415,Nước tăng lực,Nuoc Tang Luc Sting Dau Sleek Lon 330Ml/320Ml,nuoc tang luc sting dau sleek lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.968,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,61a6e0f476d91e456e2402ab,Nước tăng lực,Du011 - Sting,du011 - sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml/1,sting nuoc_tang luc dau 1,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.884,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,677f6f2e2a65f2b53f047c9c,Nước tăng lực,Ntl Red Bull 250Ml,ntl red bull,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.691,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6735bad5ef2c85f2dd0fd503,Nước tăng lực,Carabau Nuoc Tang Luc 250Ml,carabau nuoc_tang luc,Other,Other,0.0,Beverages,0.773,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting Dau,sting dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.806,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,672aa881a2bb8352230abcdb,Nước tăng lực,Sting Dau,sting dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.806,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6736886629118aec7d061af4,Nước tăng lực,Redbull,redbull,Other,Other,0.0,Beverages,0.39,Cần rà soát,uncertain,1,
Thức uống,Beverages,Beverages,66dfdbbc9a554ac2f10c4019,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6739496c2c55c509fa002756,Nước tăng lực,Nuoc Tang Luc Monster Paradise Lon 355Ml,nuoc tang luc monster paradise lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.934,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6739496c2c55c509fa002756,Nước tăng lực,Nuoc Tang Luc Monster Ultra Lon 355Ml,nuoc tang luc monster ultra lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.89,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736e63f52bb587a1b038bed,Nước tăng lực,O Long Huyet Rong Do,o long huyet rong do,Other,Other,0.0,Beverages,0.492,Cần rà soát,uncertain,1,
Thức uống,Beverages,Beverages,673892bbc6e5ba6f2b0c4345,Nước tăng lực,Sting Nuoc Tang Luc Vang 320Ml,sting nuoc_tang luc vang,Beverages_Alcoholic,Beverages,0.33,Beverages,0.916,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673827e9e92b8880ef0b7e3c,Nước tăng lực,Warrior Vi Nho 325Ml,warrior vi_nho,Food_Fresh_Produce,Food,0.33,Beverages,0.611,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67380c2bf3ccefe0d8060769,Nước tăng lực,Sting Dau,sting dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.806,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,646b7058b7d6faddab0a5472,Nước tăng lực,Nuoc Tang Luc Carabao Chai 150,nuoc tang luc carabao chai 150,Other,Other,0.0,Beverages,0.837,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67693fdbcff7ba0c0f015437,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6735e0e893de6838750e9c9e,Nước tăng lực,Paysan Breton Kem Đặc Chantl 250G,paysan breton kem đặc_chantl,Food_Dairy_Eating,Food,0.33,Food,0.383,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,673b0e1698cf9dfc090f4302,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673ddee6fff0d8af7a07a364,Nước tăng lực,Sting Dau,sting dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.806,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Vi Trai Cay Ocish,nuoc tang luc vi_trai cay ocish,Other,Other,0.0,Beverages,0.853,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Sting Dau (Do) Chai 330Ml/24,nuoc tang luc sting dau do chai 24,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Sting Nhan Sam Vang (Chai) 330Ml/24,nuoc tang luc sting nhan_sam vang chai 24,Beverages_Alcoholic,Beverages,0.33,Beverages,0.893,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6737e9a731ed8e16d505eb6e,Nước tăng lực,Redbull,redbull,Other,Other,0.0,Beverages,0.39,Cần rà soát,uncertain,1,
Thức uống,Beverages,Beverages,67380c2bf3ccefe0d8060769,Nước tăng lực,Sting Vang,sting vang,Beverages_Alcoholic,Beverages,0.33,Beverages,0.817,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67652a0885eb75b14706bc71,Nước tăng lực,Sting Lon,sting lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.88,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67679f561ed91ecd1d0fa566,Nước tăng lực,Monster Nc Tang Luc Energy Ultra355Ml,monster nc_tang luc energy ultra355ml,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.623,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,674217b5cca6c870f40b2819,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736b38f83d0af982908cd6d,Nước tăng lực,Sting Tai Loc,sting tai loc,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.589,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,673a2c28bbf93329410d0fa2,Nước tăng lực,Sting Lon,sting lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.88,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,674c6d806d0f25970f07a6c9,Nước tăng lực,Ntl Red Bull Lon 250Ml,ntl red bull lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.83,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,674c6d806d0f25970f07a6c9,Nước tăng lực,Red Bull Thai Kem 250Ml,red bull_thai kem,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.408,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,6737059043d258501f04451b,Nước tăng lực,Nu Monster 355Ml,nu monster,Beverages_NonAlcoholic,Beverages,0.33,Clothing,0.798,Clothing,ml-medium,0,
Thức uống,Beverages,Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nuoc Tang Luc Eastroc 250Ml,nuoc tang luc eastroc,Other,Other,0.0,Beverages,0.809,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nuoc Uong Dac Biet Dongpeng Eastroc,nuoc uong dac biet dongpeng eastroc,Other,Other,0.0,Beverages,0.501,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,673d3ba8ca95807e100954bd,Nước tăng lực,Red Bull Ntl Voi Vitamin&Kĕm Lon 250Ml,red bull ntl voi vitamin kĕm lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.706,Beverages,ml-medium,1,Dược phẩm vs thực phẩm
Thức uống,Beverages,Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Warrior Vi Nho 325Ml,warrior vi_nho,Food_Fresh_Produce,Food,0.33,Beverages,0.611,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67728272669af363f1018440,Nước tăng lực,Abben Nuoc Tang Luc Viet Quat 330,abben nuoc_tang luc viet quat 330,Other,Other,0.0,Beverages,0.694,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Rockstar Nuoc Tang Luc 250Ml,rockstar nuoc_tang luc,Other,Other,0.0,Beverages,0.761,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Warrior Vi Dau 325Ml,warrior vi_dau,Other,Other,0.0,Beverages,0.682,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Monster Nuoc Tang Luc 355Ml/1 Lo,monster nuoc tang_luc 1 lo,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.68,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nước Tăng Lực Eastroc 250Ml - (Chai),nước tăng_lực eastroc - chai,Other,Other,0.0,Beverages,0.704,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml,nuoc tang luc monster energy lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.894,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml (Ban Kem),nuoc tang luc monster energy lon ban kem,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.853,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673962b0c84672a48b0e7d0f,Nước tăng lực,Number One 330Ml,number one,Other,Other,0.0,Beverages,0.247,Cần rà soát,uncertain,1,
Thức uống,Beverages,Beverages,6737558dd13d95680206cd07,Nước tăng lực,Nước Tăng Lực Sting Gold Sleek Lon 330 Ml/320 Ml,nước tăng_lực sting gold sleek lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.946,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673fcbe9532ec561cd03803f,Nước tăng lực,Red Bull Ntl Voi Vitamin Va Kem Lon 250Ml,red bull ntl voi vitamin va kem lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.698,Beverages,ml-medium,1,Dược phẩm vs thực phẩm
Thức uống,Beverages,Beverages,673fcbe9532ec561cd03803f,Nước tăng lực,Red Bull Nuoc Tang Luc 150Ml,red bull nuoc_tang luc,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.83,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67382b70a090aa71dc079638,Nước tăng lực,Sn. Loc Rockstar Lon 6X250Ml,sn loc rockstar lon 6x250 ml,Other,Other,0.0,Beverages,0.55,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67382b70a090aa71dc079638,Nước tăng lực,Nuc Sting Dau Lon Cao 320Ml,nuc sting dau lon cao,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.844,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml,nuoc tang luc monster energy lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.894,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Ban Kem: Nuoc Tang Luc Monster Energy Lon 355Ml,ban kem nuoc_tang luc monster energy lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.763,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,673842171403182d62023861,Nước tăng lực,Nước Tăng Lực Monster Energy Lon 355Ml,nước tăng_lực monster energy lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.83,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,674c67bc7814a421e30f45db,Nước tăng lực,Sting Do,sting do,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.84,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,676266e45efb1b4edb08a6e1,Nước tăng lực,Ntl Sting Vang Sle,ntl sting vang sle,Beverages_Alcoholic,Beverages,0.33,Beverages,0.787,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,676266e45efb1b4edb08a6e1,Nước tăng lực,Ntl Sting Dau Slee,ntl sting dau slee,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.859,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6738641029044da1af05fcc7,Nước tăng lực,Sting Do,sting do,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.84,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6738266569ecf860f1070737,Nước tăng lực,Nuoc Tang Luc Redbull Lon 250Ml,nuoc tang luc redbull lon,Other,Other,0.0,Beverages,0.902,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,673801bc09cc26e2ac062edb,Nước tăng lực,T3.Nuoc Tang Luc Redbull,t3 nuoc_tang luc redbull,Other,Other,0.0,Beverages,0.721,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,673af683fadd4290200b5e0e,Nước tăng lực,T3. Nuoc Tang Luc Warrior,t3 nuoc_tang luc warrior,Other,Other,0.0,Beverages,0.839,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,674c67bc7814a421e30f45db,Nước tăng lực,Sting Do,sting do,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.84,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67728272669af363f1018440,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc_tang luc dau,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.884,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736094a12c672979d0a8aa6,Nước tăng lực,Red Bull Ntl Voi Vitamin & Kem Lon 250Ml,red bull ntl voi vitamin kem lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.706,Beverages,ml-medium,1,Dược phẩm vs thực phẩm
Thức uống,Beverages,Beverages,673876e8ea88e3612b078260,Nước tăng lực,Nuoc Tang Luc Redbull,nuoc tang luc redbull,Other,Other,0.0,Beverages,0.858,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6736c2964b2511fd160342fa,Nước tăng lực,Nuoc Tang Luc Sting Dau Chai 330Ml,nuoc tang luc sting dau chai,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.952,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,677f6f2e2a65f2b53f047c9c,Nước tăng lực,Ntl Carabao Lon 250M,ntl carabao lon 250 m,Other,Other,0.0,Beverages,0.629,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,677fe62cfb893d87d901344c,Nước tăng lực,Nuoc Tang Luc Sting Thai Lan Xanh Duong 330Ml,nuoc tang luc sting_thai lan xanh duong,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.865,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Sting Vang Lon 3,ntl sting vang lon 3,Beverages_Alcoholic,Beverages,0.33,Beverages,0.931,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Sting Dau Lon 32,ntl sting dau lon 32,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.837,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,677f80277e8e09358300f1ca,Nước tăng lực,Sting,sting,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.919,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Ntl Sting Vang Sleek Lon 320Ml,ntl sting vang sleek lon,Beverages_Alcoholic,Beverages,0.33,Beverages,0.926,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Ntl Sting Dau Tay Sleek Lon 320Ml,ntl sting dau tay sleek lon,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.852,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736d1672835441bfd052a39,Nước tăng lực,Keo Sting (Cai),keo sting cai,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.587,Beverages,ml-medium,0,
