sheet,category_original,label_norm,user_id,product_group,item_name,clean,rule_sub,rule_group,rule_conf,ml_label,ml_conf,final_label,label_source,flag_review,flag_reason
Food,Food,Food,675199df0ab44d11e800bf99,Bánh Quy,Bánh Quy White Castle Vị Bơ,bánh quy_white castle_vị bơ,Food_Snack_Confectionery,Food,0.33,Accessories,0.448,Cần rà soát,uncertain,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6738266569ecf860f1070737,Bánh Quy,Bánh Quy Bơ Tc Sôcôla 546G - (Hộp Thiếc),bánh quy_bơ tc sôcôla - hộp thiếc,Food_Snack_Confectionery,Food,0.33,Food,0.779,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,676b9d5545af7e197900de86,Bánh Quy,Vat08 Bánh Quy Cosy T.Cam Bơ Sữa Ht 378G,vat08 bánh_quy_cosy t cam_bơ sữa ht,Food_Fresh_Produce,Food,0.33,Food,0.553,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,676b9d5545af7e197900de86,Bánh Quy,Vat08 Bánh Quy Cosy T.Cam Bơ Sữa Bạch Thủy,vat08 bánh_quy_cosy t cam_bơ sữa bạch_thủy,Food_Fresh_Produce,Food,0.33,Food,0.562,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67363d96f38c330dd706b41f,Bánh Quy,Bánh Quy Ritz Nhân Phô Mai 118G,bánh quy_ritz nhân_phô mai,Food_Snack_Confectionery,Food,0.33,Food,0.801,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67360d947e372967fc0b0d67,Bánh Quy,Bánh Quy Kẹp Phô Mai Pamiriter 218G - Vàng (Bịch),bánh quy_kẹp phô mai_pamiriter - vàng bịch,Food_Snack_Confectionery,Food,0.33,Food,0.907,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67360d947e372967fc0b0d67,Bánh Quy,Bánh Quy Kẹp Phô Mai Pamiriter 218G - Xanh (Bịch),bánh quy_kẹp phô mai_pamiriter - xanh bịch,Food_Snack_Confectionery,Food,0.33,Food,0.801,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68a6d7b5f4c16b87bf021027,Snack,Sachi Snack Bánh Tráng Nướng Bơ Cay 45G,sachi snack bánh_tráng nướng bơ cay,Food_Snack_Confectionery,Food,0.33,Food,0.929,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68e4f8f3a48ee0b704010230,Snack,Snack Khoai Tây Bơ Tiêu 160G - Vat 5%,snack khoai_tây bơ_tiêu - vat 5,Food_Snack_Confectionery,Food,0.33,Food,0.933,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68d6a95c2f7243bd8e04e0e0,Snack,Snack Poca Mỳ Pháp Sư Vị Phô Mai 58G,snack poca mỳ_pháp sư_vị phô mai,Food_Snack_Confectionery,Food,0.33,Food,0.992,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,684e75bfd928c9ce660f02ab,Snack,Doritos Snack Vị Cheese 65G X Gói,doritos snack_vị cheese x gói,Food_Snack_Confectionery,Food,0.33,Food,0.749,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67374354b508e677120feef8,Snack,Akiko Snack Que Nhân Phô Mai 7G X Gói,akiko snack que nhân_phô mai x gói,Food_Snack_Confectionery,Food,0.33,Food,0.929,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6737dd06f58f4544f60be123,Snack,Toonies Bánh Snack Vị Phô Mai 35G/40G,toonies bánh snack_vị phô mai,Food_Snack_Confectionery,Food,0.33,Food,0.924,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68a6d7b5f4c16b87bf021027,Snack,Sachi Snack Bánh Tráng Nướng Bơ Cay 45G,sachi snack bánh_tráng nướng bơ cay,Food_Snack_Confectionery,Food,0.33,Food,0.929,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,684e75bfd928c9ce660f02ab,Snack,Doritos Snack Vị Cheese 65G X Gói,doritos snack_vị cheese x gói,Food_Snack_Confectionery,Food,0.33,Food,0.749,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67679f561ed91ecd1d0fa566,Gia Vị,Tường An Bơ Thực Vật Tường An Hộp 80G,tường an_bơ thực_vật tường an_hộp,Food_Dairy_Eating,Food,0.33,Food,0.593,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6736d85fea24cc986d0c0cf4,Dầu Ăn,T3 Bơ Thực Vật Tường An,t3 bơ thực_vật tường an,Food_Dairy_Eating,Food,0.33,Food,0.583,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67679f561ed91ecd1d0fa566,Dầu Ăn,Tường An Bơ Thực Vật Tường An Hộp 80G,tường an_bơ thực_vật tường an_hộp,Food_Dairy_Eating,Food,0.33,Food,0.593,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68a6d7b5f4c16b87bf021027,Phô Mai,Phô Mai Que Sữa,phô mai_que sữa,Food_Dairy_Eating,Food,0.33,Food,0.575,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6916a558191e45136a062b08,Phô Mai,Phô Mai Con Bò Cười 8 Miếng Vị Truyền Thống Hộp 112G (Al),phô mai con bò cười_vị truyền_thống hộp_al,Food_Dairy_Eating,Food,0.33,Food,0.874,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6736d85fea24cc986d0c0cf4,Phô Mai,Phô Mai Viên,phô mai_viên,Food_Dairy_Eating,Food,0.33,Food,0.568,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6738d489628ab66d960f3966,Phô Mai,Phô Mai Que Mozzarella Pulmuone 406G,phô mai_que mozzarella pulmuone,Food_Dairy_Eating,Food,0.33,Food,0.703,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6736ec8a274b289126076488,Phô Mai,Phô Mai Con Bò Cười Belcube Vị Sữa/Truyền Thống Hộp 78G (Al),phô mai con bò cười belcube_vị sữa truyền_thống hộp_al,Food_Dairy_Eating,Food,0.33,Food,0.792,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,673c158ed1e3c171310c923c,Phô Mai,Phô Mai Vinamilk 120G (Al),phô mai vinamilk_al,Food_Dairy_Eating,Food,0.33,Food,0.888,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67381947f32fb773b50d325e,Phô Mai,Phô Mai Trẻ Em Hàn Quốc,phô mai trẻ_em hàn_quốc,Food_Dairy_Eating,Food,0.33,Food,0.764,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67381947f32fb773b50d325e,Phô Mai,Phô Mai Trê Em Hàn Quốc,phô mai_trê em hàn_quốc,Food_Dairy_Eating,Food,0.33,Food,0.64,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67389c3d812248b81f00fe25,Phô Mai,Phô Mai Tươi,phô mai tươi,Food_Dairy_Eating,Food,0.33,Food,0.789,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,673ccf4848defc95a50ab4ab,Phô Mai,Phô Mai Mozzarella 200G,phô mai mozzarella,Food_Dairy_Eating,Food,0.33,Food,0.852,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,677002d03c790d596809a516,Phô Mai,Phô Mai Que,phô mai que,Food_Dairy_Eating,Food,0.33,Food,0.877,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,675a1836bca45fe0910c4742,Phô Mai,Phô Mai Váng Sữa,phô mai váng sữa,Food_Dairy_Eating,Food,0.33,Food,0.715,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,674023ad69633f84030a1c07,Phô Mai,Phô Mai L.Gu Gouda 48% Đv Béo,phô mai_l gu gouda 48 đv béo,Food_Dairy_Eating,Food,0.33,Food,0.586,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,673867730122fb0fca0f1cac,Phô Mai,Phô Mai Caramel,phô mai caramel,Food_Dairy_Eating,Food,0.33,Food,0.765,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,673b01f4b93af06f0a0cf6c3,Mật Ong,Bánh Mì Nướng Bơ Mật Ong,bánh_mì nướng_bơ mật_ong,Food_Processed_Ready,Food,0.33,Food,0.849,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67408735a9b2e83130072a3e,Combo Food,Combo A - Gà Sốt Bơ Tỏi,combo a - gà sốt bơ tỏi,Food_Meat_Seafood,Food,0.33,Food,0.801,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6738d489628ab66d960f3966,Pizza,Pizza 4 Cheese (4 Loại Phô Mai) - 25Cm,pizza 4 cheese 4 loại phô_mai - 25 cm,Food_Processed_Ready,Food,0.33,Food,0.55,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67443e18eb0a1d02a307fc51,Pizza,Cheese Pizza,cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6738d489628ab66d960f3966,Pizza,Cheddar Mozzarella Cheese Pizza,cheddar mozzarella cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.798,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67eaa177339820e13d0d57d0,Pizza,Cheddar Mozarella Cheese Pizza,cheddar mozarella cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.803,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6737e9a731ed8e16d505eb6e,Pizza,4 Cheese Pizza,4 cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67399cf8dd88c143010e544d,Pizza,Pizza Phô Mai (Margherita),pizza phô mai margherita,Food_Processed_Ready,Food,0.33,Food,0.952,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6739ea336352b2bf640c0980,Pizza,H3 Cheese Pizza,h3 cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,67360f62f28a1f6b0c0d165a,Pizza,4 Cheese Pizza,4 cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,674ef9a5cdd75e158a06df76,Pizza,(H)4 Cheese Pizza,h 4 cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,646f04a3bed136fdd408f996,Pizza,4 Cheese Pizza,4 cheese pizza,Food_Processed_Ready,Food,0.33,Food,0.845,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,646f04a3bed136fdd408f996,Pizza,Pizza Pho Mai | 4 Cheeses,pizza pho mai 4 cheeses,Food_Processed_Ready,Food,0.33,Food,0.917,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,69a4ea9eb5af0167ac0bceb8,Mì gói,mì trộn nhất vị vifon gà phô mai cay gói 80g,mì trộn nhất_vị vifon gà phô mai_cay gói,Food_Meat_Seafood,Food,0.33,Food,0.982,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,69ba563f72f49bd4b602231e,Mì gói,VATO8 Mì Gà Cây Phô Mai Silkay 131g,vato8 mì gà cây phô mai silkay,Food_Meat_Seafood,Food,0.33,Food,0.972,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,5fe3184fa60af613a02dc667,Mì gói,OSTAR Snack phô mai uống mi uổi 90g x gói,ostar snack phô mai uống mi uổi x gói,Food_Fresh_Produce,Food,0.33,Food,0.991,Food,ml-high,1,Dairy ăn vs nguyên liệu
Food,Food,Food,68a1a305db1cbf6dad0dbf4a,Thịt Tôm,Tôm Viên Phô Mai Lệ Chi,tôm_viên phô mai_lệ chi,Food_Meat_Seafood,Food,0.33,Food,0.804,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Food,Food,Food,6979dd856da279a4690f7588,Mực,Rang Mực Sốt Bơ,rang mực sốt bơ,Food_Meat_Seafood,Food,0.33,Food,0.731,Food,ml-medium,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Trà sữa,"Trà Sữa Thái Xanh (Size M, 100% Đường, Đá riêng, Rau câu phô mai)",trà sữa_thái xanh size m 100 đường đá riêng rau_câu phô mai,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.896,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Trà sữa,Rau câu phô mai (Thêm vào Trà Sữa Thái Xanh),rau câu phô mai thêm vào trà sữa_thái xanh,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.558,Beverages,ml-medium,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,684ab4ee882f2e3ec804b6f4,Trà sữa,Trà Sữa Lài Phô Mai Đào M,trà sữa lài phô mai đào m,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.942,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,684ab4ee882f2e3ec804b6f4,Trà sữa,Trà Sữa Hạt Nở Phô Mai M,trà sữa hạt nở phô mai m,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.884,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,67380c2bf3ccefe0d8060769,Trà sữa,Hong Tra Sua Kem Cheeses,hong_tra sua kem cheeses,Food_Dairy_Eating,Food,0.67,Beverages,0.946,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736a6fc3a8d5b121f028af0,Trà sữa,Tra sua kem cheese (M),tra sua kem cheese m,Food_Dairy_Eating,Food,0.67,Beverages,0.976,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736a6fc3a8d5b121f028af0,Trà sữa,Tra sua kem cheese (M),tra sua kem cheese m,Food_Dairy_Eating,Food,0.67,Beverages,0.976,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,673afb9581219e1b9d0e564d,Trà sữa,Tra sua kem cheese,tra sua kem cheese,Food_Dairy_Eating,Food,0.67,Beverages,0.976,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736a6fc3a8d5b121f028af0,Trà sữa,Trà sữa kem cheese (M),trà sữa kem cheese m,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.962,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736a6fc3a8d5b121f028af0,Trà sữa,Trà sữa kem cheese (M),trà sữa kem cheese m,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.962,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6743cc763a3cf517c003dd29,Trà sữa,Tra Sua Kem Cheese,tra sua kem cheese,Food_Dairy_Eating,Food,0.67,Beverages,0.976,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,673a2c28bbf93329410d0fa2,Trà sữa,Tra sua Thai xanh kem cheese (M),tra sua_thai xanh kem cheese m,Food_Dairy_Eating,Food,0.67,Beverages,0.911,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,67380c2bf3ccefe0d8060769,Trà sữa,Hong Tra Sua Kem Cheeses,hong_tra sua kem cheeses,Food_Dairy_Eating,Food,0.67,Beverages,0.946,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6735ff007bf8a388030c762a,Trà sữa,Trà sữa full cheese ball full dior (700ml),trà sữa full cheese ball full dior,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.775,Beverages,ml-medium,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,673613fc266a5f93bc0f2731,Trà sữa,TRÀ SỮA KEM CHEESE OVALTHE,trà sữa kem cheese ovalthe,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.962,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,673613fc266a5f93bc0f2731,Trà sữa,TRÀ SỮA KEM CHEESE OVALTHI,trà sữa kem cheese ovalthi,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.962,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6736d57117ad44546d060d54,Trà sữa,TRÀ SỮA HONGKONG PHÔ MAI TƯƠI,trà sữa hongkong phô mai tươi,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.855,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6739e78bab3cac675e0a61e4,Trà sữa,trà sữa phô mai viên (8v),trà sữa phô mai_viên 8 v,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.9,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,67863927c34291d72b0ecf41,Trà sữa,TRÀ SỮA PHÔ MAI TƯƠI,trà sữa phô mai tươi,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.866,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6760453e6d0ae8ff700579e7,Trà sữa,Tra sua TC kem cheese(M),tra sua tc kem cheese m,Food_Dairy_Eating,Food,0.67,Beverages,0.978,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,6738d1c531a23be8b80ba25e,Trà sữa,Trà sữa TC kem cheese(L),trà sữa tc kem cheese l,Beverages_NonAlcoholic,Beverages,0.67,Beverages,0.935,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
Thức uống,Beverages,Beverages,673a2c28bbf93329410d0fa2,Trà sữa,Tra sua kem cheese (Tra sua kem cheese size M),tra sua kem cheese_tra sua kem cheese size m,Food_Dairy_Eating,Food,0.67,Beverages,0.978,Beverages,ml-high,1,Dairy ăn vs nguyên liệu
