category,user_id,product_group,item_name,clean,enriched,label_ground,rule_label,rule_conf,ml_label_v3,ml_conf_v3,meat_rule_v3
Food,673b1c743004a35893009315,Thịt Heo,Nac Roi Heo Xayvs990,nac roi heo xayvs990,nac roi heo xayvs990 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.984,1
Food,673c158ed1e3c171310c923c,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,ba roi heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.998,1
Food,67b499f756adb6d4810d7cf5,Thịt Heo,Meat Deli: Ba Roi Heo,meat deli ba roi heo,meat deli ba roi heo MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.997,1
Food,67b499f756adb6d4810d7cf5,Thịt Heo,Meat Deli: Thit Heo Xay,meat deli thit heo xay,meat deli thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.998,1
Food,673855cf61764bb62a0ee561,Thịt Heo,Ba Roi Heo Rut Suon Nuong Sa,ba roi heo rut suon nuong sa,ba roi heo rut suon nuong sa MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.985,1
Food,673855cf61764bb62a0ee561,Thịt Heo,Ba Roi Heo Rut Suon Nuong Sa Ot,ba roi heo rut suon nuong sa ot,ba roi heo rut suon nuong sa ot MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.981,1
Food,677a01fdbbbb08c76e06db02,Thịt Heo,Ba Roi Heo Nga,ba roi heo nga,ba roi heo nga MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.991,1
Food,674c67bc7814a421e30f45db,Thịt Heo,Ck Xien Thit Heo Nuong La Chanh,ck xien thit heo nuong la chanh,ck xien thit heo nuong la chanh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.715,0
Food,6756bd1aa0289343c70183dc,Thịt Heo,Okonomiyaki Thit Heo,okonomiyaki thit heo,okonomiyaki thit heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.823,0
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thi Heo Xay,meat deli thi heo xay,meat deli thi heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.996,1
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay - (Kg),heo xay - kg,heo xay - kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,6736aa0be34b4d57540b586c,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,ba roi heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.998,1
Food,67381947f32fb773b50d325e,Thịt Heo,Chan Gio Heo C.P,chan gio heo c p,chan gio heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.985,1
Food,67381947f32fb773b50d325e,Thịt Heo,Chan Gio Heo Cp,chan gio heo cp,chan gio heo cp MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.983,1
Food,67375dad9a8e303924066bab,Thịt Heo,Ba Roi Heo Meat Master 400 G (8936139332611),ba roi heo meat master 8936139332611,ba roi heo meat master 8936139332611 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.92,1
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thit heo xay,meat deli thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.998,1
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay -(Kg),heo xay - kg,heo xay - kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,643e6a450b819b09920cae65,Thịt Heo,Thit Heo Lam Sach (Kg),thit heo lam sach kg,thit heo lam sach kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.965,0
Food,6736f840b8dbaeafba0a7fad,Thịt Heo,New Cut_Ba Roi Heo Dong Tps 300G,new cut_ba roi heo dong tps,new cut_ba roi heo dong tps MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.901,1
Food,67933cada86983afe604c1f4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,646f04a3bed136fdd408f996,Thịt Heo,Thịt Heo Quay Kiểu Macau,thịt heo quay kiểu macau,thịt heo quay kiểu macau MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.932,1
Food,67360b4faa57987050089c9f,Thịt Heo,Thit Heo 500G,thit heo,thit heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.987,0
Food,673838a1addebccc830b0092,Thịt Heo,Nac Heo Xay,nac heo xay,nac heo xay MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.997,1
Food,67658c062d1e6444a9031cd4,Thịt Heo,Hu Tieu Vi Suon Heo Nhip Song Acecook,hu tieu vi suon heo nhip song acecook,hu tieu vi suon heo nhip song acecook,Thịt - Hải sản - Trứng,Mì - Ngũ cốc - Khô,0.85,Thịt - Hải sản - Trứng,0.698,0
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thịt Heo Xay,meat deli thịt heo xay,meat deli thịt heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.997,1
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thit Heo Xay,thit heo xay,thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.999,1
Food,6757f7a46b64b3ffde0f80aa,Thịt Heo,Thit Heo Xay,thit heo xay,thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.999,1
Food,6757f7a46b64b3ffde0f80aa,Thịt Heo,Thịt Heo Xay,thịt heo xay,thịt heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.999,1
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli [Sig] Thit Heo Xay Dac Biet 90125,meat deli sig thit heo xay dac biet 90125,meat deli sig thit heo xay dac biet 90125 MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.973,1
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thit heo xay,meat deli thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.998,1
Food,673747178b714b73f70f26da,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thit heo xay,meat deli thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.998,1
Food,6736187f60a1f9cf2801f415,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,673ccf4848defc95a50ab4ab,Thịt Heo,Thit Heo Xay Chuan Ngon Meat Deli - (Gam),thit heo xay chuan ngon meat deli - gam,thit heo xay chuan ngon meat deli - gam MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.987,1
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sot Bbq,ba roi heo sot bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.917,0
Food,675c54a9640f643e240997ed,Thịt Heo,Thit Heo,thit heo,thit heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.987,0
Food,675c54a9640f643e240997ed,Thịt Heo,Ba Roi Heo,ba roi heo,ba roi heo MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,67384104f4c4cc80e3040490,Thịt Heo,Chan Gio Heo Duc,chan gio heo duc,chan gio heo duc MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.983,1
Food,673b1c743004a35893009315,Thịt Heo,Cot Let Heo Kgvs990,cot let heo kgvs990,cot let heo kgvs990 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.985,1
Food,67363bf9c86108ae6b02aa43,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,67382b70a090aa71dc079638,Thịt Heo,Ba Roi Rut Suon Heo Kg-Vs990,ba roi rut suon heo kg-vs990,ba roi rut suon heo kg-vs990 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.98,1
Food,6735e0e893de6838750e9c9e,Thịt Heo,Meat Deli Thịt Heo Xay,meat deli thịt heo xay,meat deli thịt heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.997,1
Food,646b7058b7d6faddab0a5472,Thịt Heo,Chan Bap Gio Heo (Binh On Gia),chan bap gio heo binh on gia,chan bap gio heo binh on gia MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.917,1
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sot Bbq,ba roi heo sot bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.917,0
Food,67372f3c3ca17783ae007361,Thịt Heo,Thit Heo Xay,thit heo xay,thit heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.999,1
Food,6736cf82b14e837fde0bd3a1,Thịt Heo,Ba Roi Heo Nga,ba roi heo nga,ba roi heo nga MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.991,1
Food,675199df0ab44d11e800bf99,Thịt Heo,Heo Xay - (Kg),heo xay - kg,heo xay - kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,675199df0ab44d11e800bf99,Thịt Heo,Nac Heo Xay - (Kg),nac heo xay - kg,nac heo xay - kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.998,1
Food,6736fb1cbe2cbbd6ee05b9c7,Thịt Heo,Ba Roi Heo Rút Sườn - (Kg),ba roi heo rút sườn - kg,ba roi heo rút sườn - kg MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.995,1
Food,673b1c743004a35893009315,Thịt Heo,Nac Roi Heo Xay Vs990,nac roi heo xay vs990,nac roi heo xay vs990 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.988,1
Food,646b7058b7d6faddab0a5472,Thịt Heo,Nac Heo Xay,nac heo xay,nac heo xay MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.997,1
Food,67382b70a090aa71dc079638,Thịt Heo,Chan Gio Heo-Vs990,chan gio heo-vs990,chan gio heo-vs990 MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.959,1
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thịt Heo Xay,meat deli thịt heo xay,meat deli thịt heo xay MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.997,1
Food,675199df0ab44d11e800bf99,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sot Bbq,ba roi heo sot bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.917,0
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sốt Bbq,ba roi heo sốt bbq,ba roi heo sốt bbq,Thịt - Hải sản - Trứng,Gia vị - Sốt - Dầu,0.7,Thịt - Hải sản - Trứng,0.944,0
Food,67397e1aad1a76dac101bf31,Thịt Heo,Thit Heo Luoc,thit heo luoc,thit heo luoc,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.933,0
Food,673842171403182d62023861,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,ba roi heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.998,1
Food,673c55f6f72d41d9e40d9a66,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay - (Kg),heo xay - kg,heo xay - kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,673d5e8b4059a9448409a207,Thịt Heo,Meat Deli Thit Heo,meat deli thit heo,meat deli thit heo MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.999,1
Food,6738054e8738a4e77e0f05fb,Thịt Heo,Thit Heo Xay /Kg,thit heo xay /kg,thit heo xay /kg MEAT_V3,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,Thịt - Hải sản - Trứng,0.998,1
Food,673838a1addebccc830b0092,Thịt Heo,Nac Heo Xay (Kg),nac heo xay kg,nac heo xay kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.998,1
Food,673838a1addebccc830b0092,Thịt Heo,Cot Let Heo Tuoi Khong Da (Kg),cot let heo tuoi khong da kg,cot let heo tuoi khong da kg MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.97,1
Food,643e6a450b819b09920cae65,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,thịt nạc heo c p MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.999,1
Food,67382b70a090aa71dc079638,Thịt Heo,Nac Roi Heo Xay 0.62Kg,nac roi heo xay,nac roi heo xay MEAT_V3,Thịt - Hải sản - Trứng,Khác,0.0,Thịt - Hải sản - Trứng,0.995,1
