category,user_id,product_group,item_name,clean,label_ground,rule_label,rule_conf,rule_match,ml_label,ml_conf,pred_label,pred_source,flag_review,flag_reason,noise_flag
Food,682e8f2d4706b8b051034e82,Thịt Heo,Thịt Heo Xay,thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,682e8f2d4706b8b051034e82,Thịt Heo,Bán Kèm: Thịt Heo Xay Cp 200G,bán kèm thịt heo xay cp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.865,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,688b19ece3b42de92105888a,Thịt Heo,Thịt Heo Xay Meat Master 400G,thịt heo xay meat master,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.964,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,682a17cf54710210d105c2a4,Thịt Heo,Thịt Heo Xay Meat Master 400G,thịt heo xay meat master,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.964,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,688792d8b68ca89b790f8353,Thịt Heo,B.Bao Thit Heo Lc Fo,b bao thịt heo lc fo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.865,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thit Heo Xay - (Kg),thịt heo xay - kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thịt Heo Xay (Kg),thịt heo xay kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6738d489628ab66d960f3966,Thịt Heo,Nạc Heo Xay,nạc heo xay,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.984,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thit Cot Sot Riua Muon Suon Heo Kg,thịt cot sot riua muon suon heo kg,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.928,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67933cada86983afe604c1f4,Thịt Heo,Chan Gio Heo C.P,chan gio heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.93,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673867f7091f3f39bf0e023e,Thịt Heo,Thịt Heo Làm Sạch (Kg),thịt heo làm sạch kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.997,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673708d522767f1db80c7568,Thịt Heo,Chan Gio Heo Duc,chan gio heo duc,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.908,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673708d522767f1db80c7568,Thịt Heo,Chan Gio Heo C.P,chan gio heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.93,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,646b7058b7d6faddab0a5472,Thịt Heo,Nac Heo Xay,nac heo xay,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.971,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673805169d93ff3c9900be74,Thịt Heo,Thit Heo Xay - Cp,thịt heo xay - cp,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,67360f62f28a1f6b0c0d165a,Thịt Heo,Thit Heo Xay,thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,57beceaa7f8b9a0022f6ff68,Thịt Heo,Bap Gio Heo Xong Khoi 500Gr -Hf,bap gio heo xong khoi 500gr -hf,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.713,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6736845bf150fd02f000ab49,Thịt Heo,Thịt Heo Nướng (Cây),thịt heo nướng cây,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.972,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736845bf150fd02f000ab49,Thịt Heo,Thit Heo Nuong (Cay),thịt heo nuong cay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.966,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736cf82b14e837fde0bd3a1,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,66dfdbbc9a554ac2f10c4019,Thịt Heo,Ba Roi Heo Nga,ba roi heo nga,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.979,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6737fd65f0e88722cd04a71f,Thịt Heo,Thit Ba Roi Heo- Cp,thịt ba roi heo- cp,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.986,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673c158ed1e3c171310c923c,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,646b7058b7d6faddab0a5472,Thịt Heo,Nac Heo Xay,nac heo xay,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.971,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67933cada86983afe604c1f4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67933cada86983afe604c1f4,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay - (Kg),heo xay - kg,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673854dc0936bba1c60e0c0f,Thịt Heo,Meat Deli Thit Heo Lang Cho Mon Nuong,meat deli thịt heo lang cho mon nuong,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.951,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673854dc0936bba1c60e0c0f,Thịt Heo,Meat Deli Chan Gio Heo Rut Xuong,meat deli chan gio heo rut xuong,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bmeat\s*deli\b,Thịt - Hải sản - Trứng,0.915,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673b1c743004a35893009315,Thịt Heo,Chan Gio Heovs990,chan gio heovs990,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.875,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thit Heo Xay 26565138003Tc32,meat deli thịt heo xay 26565138003tc32,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.919,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thit Heo Xay 26565138004342,meat deli thịt heo xay 26565138004342,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.918,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673b1c743004a35893009315,Thịt Heo,Nac Roi Heo Xayvs990,nac roi heo xayvs990,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.967,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673c158ed1e3c171310c923c,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67b499f756adb6d4810d7cf5,Thịt Heo,Meat Deli: Ba Roi Heo,meat deli ba roi heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bmeat\s*deli\b,Thịt - Hải sản - Trứng,0.995,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,67b499f756adb6d4810d7cf5,Thịt Heo,Meat Deli: Thit Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673855cf61764bb62a0ee561,Thịt Heo,Ba Roi Heo Rut Suon Nuong Sa,ba roi heo rut suon nuong sa,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.976,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673855cf61764bb62a0ee561,Thịt Heo,Ba Roi Heo Rut Suon Nuong Sa Ot,ba roi heo rut suon nuong sa ot,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.966,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,677a01fdbbbb08c76e06db02,Thịt Heo,Ba Roi Heo Nga,ba roi heo nga,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.979,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,674c67bc7814a421e30f45db,Thịt Heo,Ck Xien Thit Heo Nuong La Chanh,ck xien thịt heo nuong la chanh,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.838,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6756bd1aa0289343c70183dc,Thịt Heo,Okonomiyaki Thit Heo,okonomiyaki thịt heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.884,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thi Heo Xay,meat deli thi heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bmeat\s*deli\b,Thịt - Hải sản - Trứng,0.973,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay - (Kg),heo xay - kg,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6736aa0be34b4d57540b586c,Thịt Heo,Ba Roi Heo C.P,ba roi heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67381947f32fb773b50d325e,Thịt Heo,Chan Gio Heo C.P,chan gio heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.93,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67381947f32fb773b50d325e,Thịt Heo,Chan Gio Heo Cp,chan gio heo cp,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.932,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67375dad9a8e303924066bab,Thịt Heo,Ba Roi Heo Meat Master 400 G (8936139332611),ba roi heo meat master 8936139332611,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.891,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,643e6a450b819b09920cae65,Thịt Heo,Heo Xay -(Kg),heo xay - kg,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,643e6a450b819b09920cae65,Thịt Heo,Thit Heo Lam Sach (Kg),thịt heo lam sach kg,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.986,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736f840b8dbaeafba0a7fad,Thịt Heo,New Cut_Ba Roi Heo Dong Tps 300G,new cut_ba roi heo dong tps,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.822,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67933cada86983afe604c1f4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,646f04a3bed136fdd408f996,Thịt Heo,Thịt Heo Quay Kiểu Macau,thịt heo quay kiểu macau,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.852,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,67360b4faa57987050089c9f,Thịt Heo,Thit Heo 500G,thịt heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.997,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673838a1addebccc830b0092,Thịt Heo,Nac Heo Xay,nac heo xay,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.971,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67658c062d1e6444a9031cd4,Thịt Heo,Hu Tieu Vi Suon Heo Nhip Song Acecook,hu tieu vi suon heo nhip song acecook,Thịt - Hải sản - Trứng,Mì - Ngũ cốc - Khô,0.85,\bacecook\b,Thịt - Hải sản - Trứng,0.793,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Meat Deli Thịt Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thit Heo Xay,thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6757f7a46b64b3ffde0f80aa,Thịt Heo,Thit Heo Xay,thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6757f7a46b64b3ffde0f80aa,Thịt Heo,Thịt Heo Xay,thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.993,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli [Sig] Thit Heo Xay Dac Biet 90125,meat deli sig thịt heo xay dac biet 90125,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.964,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6737dd06f58f4544f60be123,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,673747178b714b73f70f26da,Thịt Heo,Meat Deli Thit Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736187f60a1f9cf2801f415,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673ccf4848defc95a50ab4ab,Thịt Heo,Thit Heo Xay Chuan Ngon Meat Deli - (Gam),thịt heo xay chuan ngon meat deli - gam,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.939,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,6736d85fea24cc986d0c0cf4,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sot Bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.978,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,675c54a9640f643e240997ed,Thịt Heo,Thit Heo,thịt heo,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.997,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,675c54a9640f643e240997ed,Thịt Heo,Ba Roi Heo,ba roi heo,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.996,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67384104f4c4cc80e3040490,Thịt Heo,Chan Gio Heo Duc,chan gio heo duc,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.908,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,673b1c743004a35893009315,Thịt Heo,Cot Let Heo Kgvs990,cot let heo kgvs990,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.939,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67363bf9c86108ae6b02aa43,Thịt Heo,Thịt Nạc Heo C.P,thịt nạc heo c p,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.994,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,67382b70a090aa71dc079638,Thịt Heo,Ba Roi Rut Suon Heo Kg-Vs990,ba roi rut suon heo kg-vs990,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.972,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,6735e0e893de6838750e9c9e,Thịt Heo,Meat Deli Thịt Heo Xay,meat deli thịt heo xay,Thịt - Hải sản - Trứng,Thịt - Hải sản - Trứng,1.0,\bthịt\s*(heo|lợn|bò|gà|vịt|dê|ngan|bồ câu|thỏ)\b,Thịt - Hải sản - Trứng,0.992,Thịt - Hải sản - Trứng,ground-truth,0,,
Food,646b7058b7d6faddab0a5472,Thịt Heo,Chan Bap Gio Heo (Binh On Gia),chan bap gio heo binh on gia,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.709,Thịt - Hải sản - Trứng,ground-truth,1,,
Food,677002d03c790d596809a516,Thịt Heo,Ba Roi Heo Sot Bbq,ba roi heo sot bbq,Thịt - Hải sản - Trứng,Khác,0.0,,Thịt - Hải sản - Trứng,0.978,Thịt - Hải sản - Trứng,ground-truth,1,,
