category,user_id,product_group,item_name,clean,label_ground,rule_label,rule_conf,rule_match,ml_label,ml_conf,pred_label,pred_source,flag_review,flag_reason,noise_flag
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Nước Tăng Lực Redbull,nước tăng lực redbull,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.995,Nước tăng lực,ground-truth,0,,
Beverages,6738d489628ab66d960f3966,Nước tăng lực,Ntl Sting Dau Tay Do Chai 330Ml,ntl sting dau tay do chai,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,6738d489628ab66d960f3966,Nước tăng lực,Ntl Warrior Dau 325/,ntl warrior dau 325/,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.991,Nước tăng lực,ground-truth,1,,
Beverages,6738d489628ab66d960f3966,Nước tăng lực,Warrior Nuoc Tang Luc Dau 320Ml,warrior nuoc tang luc dau,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.997,Nước tăng lực,ground-truth,1,,
Beverages,687a5fbad221e0e2be0a56bf,Nước tăng lực,Vato8 Ntl Sting Vang Sleek Lon 320Ml*6,vato8 ntl sting vang sleek lon 6,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.958,Nước tăng lực,ground-truth,0,,
Beverages,640199a7b696a17e3d09e0b0,Nước tăng lực,Nước Tăng Lực Redbull Thái Kèm Lon 250Ml,nước tăng lực redbull thái kèm lon,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.988,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Red Bull Nuoc Tang Luc 250Ml,red bull nuoc tang luc,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,67408735a9b2e83130072a3e,Nước tăng lực,Ntl Red Bull 250Ml,ntl red bull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,6738d489628ab66d960f3966,Nước tăng lực,Sting - Sting,sting - sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.994,Nước tăng lực,ground-truth,0,,
Beverages,67374354b508e677120feef8,Nước tăng lực,Red Bull Nuoc Tang Luc 250Ml,red bull nuoc tang luc,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Red Bull Nuoc Tang Luc Extra 250Ml/1 Lon,red bull nuoc tang luc extra /,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.966,Nước tăng lực,ground-truth,1,"Có thể là nguyên liệu, không phải đồ uống",Nguyên liệu/Topping
Beverages,6735f2b2525129a929080822,Nước tăng lực,N.T.I Sting Dautay,n t i sting dautay,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.937,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Sting Nuoc Tang Luc Nhan Sam 320,sting nuoc tang luc nhan sam 320,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.993,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Number 1 Nuoc Tang Luc 330Ml/1 C,number 1 nuoc tang luc /1 c,Nước tăng lực,Nước tăng lực,1.0,\bnumber\s?1\b,Nước tăng lực,0.972,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Red Bull Nuoc Tang Luc 250Ml/1 L,red bull nuoc tang luc /,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,67399cf8dd88c143010e544d,Nước tăng lực,Nước Tăng Lực Redbull Nk Thái Lon 250Ml Lốc 6,nước tăng lực redbull nk thái lon lốc 6,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.979,Nước tăng lực,ground-truth,0,,
Beverages,67408735a9b2e83130072a3e,Nước tăng lực,Nuoc Tang Luc Monster Huong Vi Va Xoai 355Ml/24,nuoc tang luc monster huong vi va xoai /24,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.949,Nước tăng lực,ground-truth,0,,
Beverages,6736c1ef3942b1dd25031d9c,Nước tăng lực,Ntl Pet Sting Vang,ntl pet sting vang,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,6736845bf150fd02f000ab49,Nước tăng lực,B.Sting,b sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.982,Nước tăng lực,ground-truth,0,,
Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Warrior Nuoc Tang Luc Dau 330Ml,warrior nuoc tang luc dau,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.997,Nước tăng lực,ground-truth,1,,
Beverages,67af804b12109da7ac01fe68,Nước tăng lực,Sting Vang,sting vang,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.98,Nước tăng lực,ground-truth,0,,
Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc tang luc dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.999,Nước tăng lực,ground-truth,0,,
Beverages,67374354b508e677120feef8,Nước tăng lực,Nuoc Tang Luc Rockstar 250Ml,nuoc tang luc rockstar,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.995,Nước tăng lực,ground-truth,1,,
Beverages,6736dcb702d65257cd09cd8b,Nước tăng lực,Ntlc Warrior Nho Lon 32X52Nl,ntlc warrior nho lon 32x52nl,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.969,Nước tăng lực,ground-truth,1,,
Beverages,673743579682cea4f0088547,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,675a3d654aef4f40600cdca4,Nước tăng lực,Nước Giải Khát (Chọn Nước Ngọt: Rockstar (Tăng Lực)),nước giải khát chọn nước ngọt rockstar tăng lực,Nước tăng lực,Nước tăng lực,1.0,\btăng lực\b,Nước tăng lực,0.562,Nước tăng lực,ground-truth,0,,
Beverages,675a3d654aef4f40600cdca4,Nước tăng lực,Nuoc Giai Khat + Chon Nuoc Ngot: Rockstar,nuoc giai khat + chon nước ngọt rockstar,Nước tăng lực,Nước ngọt,0.6,\bnước ngọt\b,Nước tăng lực,0.735,Nước tăng lực,ground-truth,0,,
Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc tang luc dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.999,Nước tăng lực,ground-truth,0,,
Beverages,67728272669af363f1018440,Nước tăng lực,Sting Viet Quat320M,sting viet quat320m,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.773,Nước tăng lực,ground-truth,0,,
Beverages,6736a6fc3a8d5b121f028af0,Nước tăng lực,Sting Chai,sting chai,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.986,Nước tăng lực,ground-truth,0,,
Beverages,67381947f32fb773b50d325e,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml/1 Chai,sting nuoc tang luc dau /,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,677f6f2e2a65f2b53f047c9c,Nước tăng lực,Ntl Sting Dau Lon 32,ntl sting dau lon 32,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Sting Dau Lon 32,ntl sting dau lon 32,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Warrior Dau Pet,ntl warrior dau pet,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.996,Nước tăng lực,ground-truth,1,,
Beverages,67381713560cfa82d602971a,Nước tăng lực,Ntl Pet Pepsi 330Ml,ntl pet pepsi,Nước tăng lực,Nước ngọt,0.6,\bpepsi\b,Nước tăng lực,0.75,Nước tăng lực,ground-truth,0,,
Beverages,67375e42890a3109ae078f51,Nước tăng lực,Nuoc Tang Luc Eastroc Chai 500Ml X Chai,nuoc tang luc eastroc chai x chai,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.953,Nước tăng lực,ground-truth,1,,
Beverages,67363bf9c86108ae6b02aa43,Nước tăng lực,T3. Nước Tăng Lực Rocksta,t3 nước tăng lực rocksta,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.975,Nước tăng lực,ground-truth,0,,
Beverages,6736187f60a1f9cf2801f415,Nước tăng lực,Nuoc Tang Luc Sting Dau Sleek Lon 330Ml/320Ml,nuoc tang luc sting dau sleek lon /,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.993,Nước tăng lực,ground-truth,0,,
Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,61a6e0f476d91e456e2402ab,Nước tăng lực,Du011 - Sting,du011 - sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.918,Nước tăng lực,ground-truth,0,,
Beverages,6736d85fea24cc986d0c0cf4,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml/1,sting nuoc tang luc dau /1,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,677f6f2e2a65f2b53f047c9c,Nước tăng lực,Ntl Red Bull 250Ml,ntl red bull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,6735bad5ef2c85f2dd0fd503,Nước tăng lực,Carabau Nuoc Tang Luc 250Ml,carabau nuoc tang luc,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.96,Nước tăng lực,ground-truth,1,,
Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting Dau,sting dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.99,Nước tăng lực,ground-truth,0,,
Beverages,672aa881a2bb8352230abcdb,Nước tăng lực,Sting Dau,sting dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.99,Nước tăng lực,ground-truth,0,,
Beverages,6736886629118aec7d061af4,Nước tăng lực,Redbull,redbull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.964,Nước tăng lực,ground-truth,0,,
Beverages,66dfdbbc9a554ac2f10c4019,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,6739496c2c55c509fa002756,Nước tăng lực,Nuoc Tang Luc Monster Paradise Lon 355Ml,nuoc tang luc monster paradise lon,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.972,Nước tăng lực,ground-truth,0,,
Beverages,6739496c2c55c509fa002756,Nước tăng lực,Nuoc Tang Luc Monster Ultra Lon 355Ml,nuoc tang luc monster ultra lon,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.981,Nước tăng lực,ground-truth,0,,
Beverages,6736e63f52bb587a1b038bed,Nước tăng lực,O Long Huyet Rong Do,o long huyet rong do,Nước tăng lực,Khác,0.0,,Trà,0.421,Nước tăng lực,ground-truth,1,,
Beverages,673892bbc6e5ba6f2b0c4345,Nước tăng lực,Sting Nuoc Tang Luc Vang 320Ml,sting nuoc tang luc vang,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,673827e9e92b8880ef0b7e3c,Nước tăng lực,Warrior Vi Nho 325Ml,warrior vi nho,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.932,Nước tăng lực,ground-truth,1,,
Beverages,67380c2bf3ccefe0d8060769,Nước tăng lực,Sting Dau,sting dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.99,Nước tăng lực,ground-truth,0,,
Beverages,646b7058b7d6faddab0a5472,Nước tăng lực,Nuoc Tang Luc Carabao Chai 150,nuoc tang luc carabao chai 150,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.898,Nước tăng lực,ground-truth,1,,
Beverages,67693fdbcff7ba0c0f015437,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,6735e0e893de6838750e9c9e,Nước tăng lực,Paysan Breton Kem Đặc Chantl 250G,paysan breton kem đặc chantl 250g,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.862,Nước tăng lực,ground-truth,1,,
Beverages,673b0e1698cf9dfc090f4302,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,651ccefea4d1db690006ba12,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,673ddee6fff0d8af7a07a364,Nước tăng lực,Sting Dau,sting dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.99,Nước tăng lực,ground-truth,0,,
Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Vi Trai Cay Ocish,nuoc tang luc vi trai cay ocish,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.667,Nước tăng lực,ground-truth,1,,
Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Sting Dau (Do) Chai 330Ml/24,nuoc tang luc sting dau do chai /24,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.994,Nước tăng lực,ground-truth,0,,
Beverages,67361322a2aa7c263201b80f,Nước tăng lực,Nuoc Tang Luc Sting Nhan Sam Vang (Chai) 330Ml/24,nuoc tang luc sting nhan sam vang chai /24,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.982,Nước tăng lực,ground-truth,0,,
Beverages,6737e9a731ed8e16d505eb6e,Nước tăng lực,Redbull,redbull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.964,Nước tăng lực,ground-truth,0,,
Beverages,67380c2bf3ccefe0d8060769,Nước tăng lực,Sting Vang,sting vang,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.98,Nước tăng lực,ground-truth,0,,
Beverages,67652a0885eb75b14706bc71,Nước tăng lực,Sting Lon,sting lon,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.995,Nước tăng lực,ground-truth,0,,
Beverages,67679f561ed91ecd1d0fa566,Nước tăng lực,Monster Nc Tang Luc Energy Ultra355Ml,monster nc tang luc energy ultra355ml,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.947,Nước tăng lực,ground-truth,0,,
Beverages,674217b5cca6c870f40b2819,Nước tăng lực,Sting,sting,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,6736b38f83d0af982908cd6d,Nước tăng lực,Sting Tai Loc,sting tai loc,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.991,Nước tăng lực,ground-truth,0,,
Beverages,673a2c28bbf93329410d0fa2,Nước tăng lực,Sting Lon,sting lon,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.995,Nước tăng lực,ground-truth,0,,
Beverages,674c6d806d0f25970f07a6c9,Nước tăng lực,Ntl Red Bull Lon 250Ml,ntl red bull lon,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.996,Nước tăng lực,ground-truth,0,,
Beverages,674c6d806d0f25970f07a6c9,Nước tăng lực,Red Bull Thai Kem 250Ml,red bull thai kem,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.916,Nước tăng lực,ground-truth,0,,
Beverages,6737059043d258501f04451b,Nước tăng lực,Nu Monster 355Ml,nu monster,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.914,Nước tăng lực,ground-truth,0,,
Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nuoc Tang Luc Eastroc 250Ml,nuoc tang luc eastroc,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.977,Nước tăng lực,ground-truth,1,,
Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nuoc Uong Dac Biet Dongpeng Eastroc,nuoc uong dac biet dongpeng eastroc,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.484,Nước tăng lực,ground-truth,1,,
Beverages,673d3ba8ca95807e100954bd,Nước tăng lực,Red Bull Ntl Voi Vitamin&Kĕm Lon 250Ml,red bull ntl voi vitamin&kĕm lon,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.958,Nước tăng lực,ground-truth,0,,
Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Warrior Vi Nho 325Ml,warrior vi nho,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.932,Nước tăng lực,ground-truth,1,,
Beverages,67728272669af363f1018440,Nước tăng lực,Abben Nuoc Tang Luc Viet Quat 330,abben nuoc tang luc viet quat 330,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.891,Nước tăng lực,ground-truth,1,,
Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Rockstar Nuoc Tang Luc 250Ml,rockstar nuoc tang luc,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.995,Nước tăng lực,ground-truth,1,,
Beverages,6737dd06f58f4544f60be123,Nước tăng lực,Warrior Vi Dau 325Ml,warrior vi dau,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.923,Nước tăng lực,ground-truth,1,,
Beverages,673842171403182d62023861,Nước tăng lực,Monster Nuoc Tang Luc 355Ml/1 Lo,monster nuoc tang luc /1 lo,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.985,Nước tăng lực,ground-truth,0,,
Beverages,676b9d5545af7e197900de86,Nước tăng lực,Nước Tăng Lực Eastroc 250Ml - (Chai),nước tăng lực eastroc - chai,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.951,Nước tăng lực,ground-truth,0,,
Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml,nuoc tang luc monster energy lon,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.987,Nước tăng lực,ground-truth,0,,
Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml (Ban Kem),nuoc tang luc monster energy lon ban kem,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.984,Nước tăng lực,ground-truth,0,,
Beverages,673962b0c84672a48b0e7d0f,Nước tăng lực,Number One 330Ml,number one,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.834,Nước tăng lực,ground-truth,1,,
Beverages,6737558dd13d95680206cd07,Nước tăng lực,Nước Tăng Lực Sting Gold Sleek Lon 330 Ml/320 Ml,nước tăng lực sting gold sleek lon /,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.977,Nước tăng lực,ground-truth,0,,
Beverages,673fcbe9532ec561cd03803f,Nước tăng lực,Red Bull Ntl Voi Vitamin Va Kem Lon 250Ml,red bull ntl voi vitamin va kem lon,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.976,Nước tăng lực,ground-truth,0,,
Beverages,673fcbe9532ec561cd03803f,Nước tăng lực,Red Bull Nuoc Tang Luc 150Ml,red bull nuoc tang luc,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,67382b70a090aa71dc079638,Nước tăng lực,Sn. Loc Rockstar Lon 6X250Ml,sn loc rockstar lon 6x250ml,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.929,Nước tăng lực,ground-truth,1,,
Beverages,67382b70a090aa71dc079638,Nước tăng lực,Nuc Sting Dau Lon Cao 320Ml,nuc sting dau lon cao,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.987,Nước tăng lực,ground-truth,0,,
Beverages,673842171403182d62023861,Nước tăng lực,Nuoc Tang Luc Monster Energy Lon 355Ml,nuoc tang luc monster energy lon,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.987,Nước tăng lực,ground-truth,0,,
Beverages,673842171403182d62023861,Nước tăng lực,Ban Kem: Nuoc Tang Luc Monster Energy Lon 355Ml,ban kem nuoc tang luc monster energy lon,Nước tăng lực,Nước tăng lực,1.0,\bmonster\b,Nước tăng lực,0.984,Nước tăng lực,ground-truth,0,,
Beverages,673842171403182d62023861,Nước tăng lực,Nước Tăng Lực Monster Energy Lon 355Ml,nước tăng lực monster energy lon,Nước tăng lực,Nước tăng lực,1.0,\bnước tăng lực\b,Nước tăng lực,0.981,Nước tăng lực,ground-truth,0,,
Beverages,674c67bc7814a421e30f45db,Nước tăng lực,Sting Do,sting do,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.985,Nước tăng lực,ground-truth,0,,
Beverages,676266e45efb1b4edb08a6e1,Nước tăng lực,Ntl Sting Vang Sle,ntl sting vang sle,Nước tăng lực,Rượu,1.0,\bvang\b,Nước tăng lực,0.995,Nước tăng lực,ground-truth,0,,
Beverages,676266e45efb1b4edb08a6e1,Nước tăng lực,Ntl Sting Dau Slee,ntl sting dau slee,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.995,Nước tăng lực,ground-truth,0,,
Beverages,6738641029044da1af05fcc7,Nước tăng lực,Sting Do,sting do,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.985,Nước tăng lực,ground-truth,0,,
Beverages,6738266569ecf860f1070737,Nước tăng lực,Nuoc Tang Luc Redbull Lon 250Ml,nuoc tang luc redbull lon,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,673801bc09cc26e2ac062edb,Nước tăng lực,T3.Nuoc Tang Luc Redbull,t3 nuoc tang luc redbull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.997,Nước tăng lực,ground-truth,0,,
Beverages,673af683fadd4290200b5e0e,Nước tăng lực,T3. Nuoc Tang Luc Warrior,t3 nuoc tang luc warrior,Nước tăng lực,Khác,0.0,,Nước tăng lực,0.995,Nước tăng lực,ground-truth,1,,
Beverages,674c67bc7814a421e30f45db,Nước tăng lực,Sting Do,sting do,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.985,Nước tăng lực,ground-truth,0,,
Beverages,67728272669af363f1018440,Nước tăng lực,Sting Nuoc Tang Luc Dau 330Ml,sting nuoc tang luc dau,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.999,Nước tăng lực,ground-truth,0,,
Beverages,6736094a12c672979d0a8aa6,Nước tăng lực,Red Bull Ntl Voi Vitamin & Kem Lon 250Ml,red bull ntl voi vitamin & kem lon,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.978,Nước tăng lực,ground-truth,0,,
Beverages,673876e8ea88e3612b078260,Nước tăng lực,Nuoc Tang Luc Redbull,nuoc tang luc redbull,Nước tăng lực,Nước tăng lực,1.0,\bred\s?bull\b,Nước tăng lực,0.998,Nước tăng lực,ground-truth,0,,
Beverages,6736c2964b2511fd160342fa,Nước tăng lực,Nuoc Tang Luc Sting Dau Chai 330Ml,nuoc tang luc sting dau chai,Nước tăng lực,Nước tăng lực,1.0,\bsting\b,Nước tăng lực,0.999,Nước tăng lực,ground-truth,0,,
